일자,시가,고가,저가,종가,거래량,거래대금,수정주가구분,수정비율
2024-03-13,28750,28750,28300,28550,3081,88,,
2024-03-12,28700,28800,28450,28550,1840,53,,
2024-03-11,28700,28900,28100,28650,3371,96,,
2024-03-08,28900,29250,28600,28900,3359,97,,
2024-03-07,29100,29950,28900,29100,2065,60,,
2024-03-06,29050,29400,29000,29150,6941,202,,
2024-03-05,29450,29450,28900,29050,3083,90,,
2024-03-04,29300,29800,29100,29250,1924,57,,
2024-02-29,29600,29600,29050,29300,4074,119,,
2024-02-28,29850,29950,29400,29600,3236,95,,
2024-02-27,29750,29900,29500,29700,3456,102,,
2024-02-26,29750,30400,29350,29750,4080,122,,
2024-02-23,30000,30400,29900,30200,2112,64,,
2024-02-22,30200,30400,29900,30000,1462,44,,
2024-02-21,30200,30200,29700,30200,1703,51,,
2024-02-20,30250,30600,29950,29950,4058,123,,
2024-02-19,30400,30650,29800,30200,10742,323,,
2024-02-16,30150,30750,29800,30500,8429,255,,
2024-02-15,30150,30300,29750,30100,4771,143,,
2024-02-14,30200,30400,30050,30100,2098,63,,
2024-02-13,30250,30750,30200,30600,4211,128,,
2024-02-08,30700,30700,30200,30250,5304,161,,
2024-02-07,30600,30600,30200,30600,2853,87,,
2024-02-06,30750,30750,29900,30300,2722,82,,
2024-02-05,30850,30850,29900,30400,4985,151,,
2024-02-02,29900,30750,29900,30550,6003,181,,
2024-02-01,29150,30000,29150,29950,5269,156,,
2024-01-31,29150,29250,28700,29100,2889,83,,
2024-01-30,28850,29350,28850,29200,4532,132,,
2024-01-29,28750,29150,28600,28850,3641,105,,
2024-01-26,28200,28800,28200,28750,2863,82,,
2024-01-25,28850,29350,28150,28600,10720,304,,
2024-01-24,28500,29050,28500,28850,3061,88,,
2024-01-23,28400,28800,28400,28800,3102,89,,
2024-01-22,29150,29150,28300,28500,7136,204,,
2024-01-19,29000,29300,28700,29000,4405,127,,
2024-01-18,29700,29750,28650,28900,12533,363,,
2024-01-17,30000,30000,29200,29650,5551,164,,
2024-01-16,30800,30800,29850,30000,2808,85,,
2024-01-15,30250,30700,30150,30350,3251,99,,
2024-01-12,31350,31350,30200,30250,13425,409,,
2024-01-11,31600,31800,31200,31500,3939,124,,
2024-01-10,31900,31900,31200,31350,4464,140,,
2024-01-09,31750,31850,31400,31800,8153,259,,
2024-01-08,31650,31650,31050,31400,6492,203,,
2024-01-05,30850,32300,30600,31650,10177,322,,
2024-01-04,31050,31300,30350,30800,9158,282,,
2024-01-03,29800,32450,29800,31150,32737,1024,,
2024-01-02,30400,30400,29850,30100,4735,142,,
2023-12-28,30350,30350,29900,30300,3345,101,,
2023-12-27,30100,30250,29850,30000,5265,158,4,0.00
2023-12-26,30400,30400,30150,30250,3559,108,,
2023-12-22,30300,30550,30100,30250,2673,81,,
2023-12-21,30650,31500,30100,30300,7243,220,,
2023-12-20,30550,30750,30150,30500,3308,101,,
2023-12-19,30750,30750,30100,30500,5185,157,,
2023-12-18,31200,31200,30400,30450,2844,87,,
2023-12-15,30250,30950,30250,30750,7172,220,,
2023-12-14,30100,30900,30100,30400,7657,234,,
2023-12-13,30350,30450,29950,30050,2911,88,,
2023-12-12,30450,30450,30200,30350,3876,117,,
2023-12-11,30600,30600,30250,30350,3766,114,,
2023-12-08,30700,30750,29950,30300,11601,350,,
2023-12-07,30300,30900,29950,30600,6364,194,,
2023-12-06,30250,30350,29900,30150,4070,122,,
2023-12-05,29300,30750,29250,30250,10633,321,,
2023-12-04,29800,29800,29050,29550,4592,135,,
2023-12-01,29300,29750,29050,29400,6588,194,,
2023-11-30,29500,29500,28900,29300,2712,79,,
2023-11-29,29000,29450,28750,29250,8670,251,,
2023-11-28,29200,29550,29050,29100,6368,186,,
2023-11-27,29700,29700,29200,29450,2554,75,,
2023-11-24,29450,29550,29350,29550,3296,97,,
2023-11-23,29200,29500,29100,29400,2051,60,,
2023-11-22,29200,29400,29100,29400,4041,118,,
2023-11-21,29000,29500,29000,29400,3567,105,,
2023-11-20,29400,29500,28850,29400,4080,119,,
2023-11-17,29150,29150,28650,29150,3121,90,,
2023-11-16,29150,29200,28650,29200,3307,96,,
2023-11-15,28900,29050,28750,28950,3846,111,,
2023-11-14,28150,28750,28150,28550,1972,56,,
2023-11-13,28100,28500,27950,28400,3090,87,,
2023-11-10,28200,28300,28000,28300,1550,44,,
2023-11-09,28600,28700,28150,28200,1784,51,,
2023-11-08,28400,28800,28300,28400,3382,97,,
2023-11-07,28500,28650,28000,28400,3344,94,,
2023-11-06,27900,28650,27900,28400,6097,173,,
2023-11-03,27800,27800,27450,27700,1286,36,,
2023-11-02,27500,27800,27200,27450,2666,73,,
2023-11-01,27000,27500,27000,27350,1446,39,,
2023-10-31,27000,27400,26750,27200,2593,70,,
2023-10-30,26750,27150,26750,27000,1803,49,,
2023-10-27,26900,27100,26800,26850,1701,46,,
2023-10-26,27450,27700,26700,26900,5724,155,,
2023-10-25,27700,28000,27350,27500,2242,62,,
2023-10-24,27650,28300,27050,27650,9500,260,,
2023-10-23,27700,28250,27500,27650,7020,194,,
2023-10-20,28100,28550,28000,28250,9643,271,,
2023-10-19,29200,29200,28500,28850,6186,177,,
2023-10-18,29350,29350,28750,29050,1882,54,,
2023-10-17,28800,29350,28800,29250,1566,46,,
2023-10-16,29800,29800,28650,29200,3881,112,,
2023-10-13,29500,29850,29200,29450,4004,118,,
2023-10-12,29350,29800,29150,29700,4968,147,,
2023-10-11,28650,29650,28650,29100,3413,99,,
2023-10-10,29000,30000,28550,28750,4432,128,,
2023-10-06,28400,29350,28400,29000,4678,135,,
2023-10-05,28800,29350,28600,28850,6441,186,,
2023-10-04,29500,29700,28800,28900,6203,181,,
2023-09-27,29100,29900,28800,29500,11646,340,,
2023-09-26,30150,30800,29300,29300,11492,341,,
2023-09-25,30050,31200,29800,30100,22644,685,,
2023-09-22,29000,34000,28550,30800,119010,3725,,
2023-09-21,28500,36100,28450,29200,149999,4767,,
2023-09-20,29150,29150,28750,28750,2273,66,,
2023-09-19,28750,29450,28750,29250,1821,53,,
2023-09-18,29150,29250,28900,29050,2418,70,,
2023-09-15,29350,29350,28900,29150,4408,129,,
2023-09-14,28650,29100,28650,29100,2448,70,,
2023-09-13,28750,29000,28550,28750,3055,88,,
2023-09-12,28750,29100,28700,28750,1757,51,,
2023-09-11,29250,29250,28700,28800,3993,115,,
2023-09-08,28750,29250,28600,29150,4172,120,,
2023-09-07,29250,29250,28700,28700,3523,102,,
2023-09-06,29400,29400,28800,29250,3070,89,,
2023-09-05,29150,29500,29000,29150,3453,100,,
2023-09-04,29300,29500,29100,29450,1850,54,,
2023-09-01,29500,29750,29250,29250,2756,81,,
2023-08-31,29500,30000,29450,29450,4434,132,,
2023-08-30,29800,29800,29550,29750,2625,78,,
2023-08-29,29000,29800,29000,29700,2502,74,,
2023-08-28,29000,29500,29000,29350,1713,50,,
2023-08-25,28450,29150,28450,28950,3826,111,,
2023-08-24,28900,29500,28750,29050,4501,130,,
2023-08-23,29650,29650,28900,29150,1784,52,,
2023-08-22,28900,29800,28900,29100,4053,118,,
2023-08-21,29000,29350,28800,29050,2183,64,,
2023-08-18,29200,29250,28750,29200,2041,59,,
2023-08-17,29400,29400,28600,29350,6023,175,,
2023-08-16,30000,30000,29350,29700,5520,163,,
2023-08-14,31000,31000,30150,30200,5546,168,,
2023-08-11,31000,31150,30600,30900,4140,127,,
2023-08-10,30600,31650,30400,31250,7483,233,,
2023-08-09,30200,32400,29900,30800,8478,261,,
2023-08-08,30450,30450,29550,29900,3891,116,,
2023-08-07,30550,31050,29950,30000,6517,196,,
2023-08-04,31300,31300,30100,30550,5406,164,,
2023-08-03,29600,31250,29600,30650,20021,612,,
2023-08-02,30600,30850,29900,29950,16546,498,,
2023-08-01,30000,31000,29600,30650,12265,375,,
2023-07-31,29600,30050,29000,30000,6630,197,,
2023-07-28,29700,29700,28600,29050,10327,299,,
2023-07-27,27700,30000,27700,29700,21532,632,,
2023-07-26,29400,29550,27750,27950,30052,851,,
2023-07-25,30100,30350,29300,29300,16083,479,,
2023-07-24,31000,31500,29850,29850,47538,1435,,
2023-07-21,38400,38400,31300,31600,564865,20649,,
2023-07-20,29550,29650,29300,29550,5788,178,,
2023-07-19,29650,29700,29400,29600,2951,87,,
2023-07-18,29700,29900,29550,29650,3296,98,,
2023-07-17,30000,30000,29450,29850,3519,105,,
2023-07-14,30200,30350,29850,30050,2031,61,,
2023-07-13,29850,30500,29850,30200,4505,136,,
2023-07-12,29650,30000,29650,30000,1279,38,,
2023-07-11,29500,30100,29450,30000,2137,64,,
2023-07-10,30050,30150,29600,29600,5908,177,,
2023-07-07,30850,30850,30100,30150,5487,166,,
2023-07-06,31850,31900,30900,31000,7387,231,,
2023-07-05,32300,32500,31800,31950,5627,180,,
2023-07-04,32700,32800,32300,32450,5438,177,,
2023-07-03,32700,33100,32700,32800,2063,68,,
2023-06-30,32850,33100,32550,32850,4543,149,,
2023-06-29,32950,33000,32650,32850,5339,175,4,0.00
2023-06-28,33000,33300,32700,32950,4813,158,,
2023-06-27,33250,33550,33000,33050,3998,132,,
2023-06-26,33100,33850,32750,33200,3284,109,,
2023-06-23,33300,33600,33000,33200,4779,158,,
2023-06-22,33700,33700,33250,33300,2884,96,,
2023-06-21,33950,34100,33350,33700,3570,120,,
2023-06-20,34300,34300,33800,33950,1656,56,,
2023-06-19,33400,34000,33400,34000,2862,97,,
2023-06-16,33350,33750,33350,33750,3314,111,,
2023-06-15,33500,34000,33250,33350,3726,125,,
2023-06-14,33950,34150,33600,33850,4397,149,,
2023-06-13,34300,34500,33800,34000,2288,78,,
2023-06-12,34600,34600,34150,34300,2307,79,,
2023-06-09,34100,34500,34100,34300,2126,73,,
2023-06-08,34600,34600,34200,34250,2080,71,,
2023-06-07,34550,34800,34400,34600,2990,104,,
2023-06-05,34400,34800,34000,34400,2678,92,,
2023-06-02,34100,34650,33750,34400,4237,145,,
2023-06-01,34100,34500,33850,34050,1386,47,,
2023-05-31,33700,35000,33700,34150,5395,186,,
2023-05-30,33750,34150,33750,34150,3171,108,,
2023-05-26,33700,33950,33700,33700,2028,68,,
2023-05-25,33850,34200,33450,33800,1616,55,,
2023-05-24,33800,34300,33750,34050,1575,53,,
2023-05-23,34100,34400,33850,34100,3139,107,,
2023-05-22,33400,35000,33400,34100,2294,78,,
2023-05-19,33500,33800,33400,33650,2234,75,,
2023-05-18,33600,33750,33300,33700,2542,85,,
2023-05-17,33350,33600,33150,33600,1513,51,,
2023-05-16,33000,33500,33000,33400,2645,88,,
2023-05-15,33800,33800,33050,33400,2565,85,,
2023-05-12,33900,33900,33400,33450,3941,132,,
2023-05-11,34050,34250,33650,33800,2935,100,,
2023-05-10,34350,34400,33800,34050,2178,74,,
2023-05-09,34650,34650,34050,34350,3700,126,,
2023-05-08,34400,34550,34000,34350,3648,125,,
2023-05-04,33150,35950,33150,34400,14935,516,,
2023-05-03,33400,33800,33100,33150,3692,123,,
2023-05-02,33650,33950,33500,33900,2487,84,,
2023-04-28,33800,34300,33350,33700,2627,89,,
2023-04-27,32900,34450,32700,33800,8974,300,,
2023-04-26,33650,33650,32800,32850,12559,416,,
2023-04-25,33850,34500,33500,33700,8789,297,,
2023-04-24,35200,35250,33900,34400,7957,275,,
2023-04-21,35650,35800,35250,35300,3704,131,,
2023-04-20,36500,36500,35650,35950,3181,114,,
2023-04-19,36600,37000,36250,36550,2097,77,,
2023-04-18,36750,37150,36150,36450,3584,131,,
2023-04-17,36600,37100,36500,37100,3240,119,,
2023-04-14,36750,37300,36550,36650,5165,190,,
2023-04-13,35700,36900,35700,36750,5684,207,,
2023-04-12,35600,36200,35250,36100,4894,175,,
2023-04-11,34350,35800,34300,35800,8501,299,,
2023-04-10,34850,34850,34200,34600,9489,326,,
2023-04-07,35100,35200,34550,35050,4792,167,,
2023-04-06,35050,35650,34750,35000,7442,261,,
2023-04-05,34750,36000,34750,35800,6003,214,,
2023-04-04,34500,35750,33850,35100,9189,323,,
2023-04-03,34800,34850,34100,34100,4044,139,,
2023-03-31,34700,35050,34200,34600,6020,209,,
2023-03-30,34050,35300,33800,35050,11773,409,,
2023-03-29,33500,34200,33250,33800,3358,113,,
2023-03-28,33350,33700,33300,33600,2692,90,,
2023-03-27,33300,34100,33200,33600,4447,149,,
2023-03-24,33250,34950,33250,33650,3469,118,,
2023-03-23,33300,33350,33050,33200,4813,159,,
2023-03-22,33750,33750,33350,33450,4368,146,,
2023-03-21,33800,33950,33350,33650,2849,96,,
2023-03-20,33550,34150,33550,33750,3069,104,,
2023-03-17,33450,33950,33300,33750,3381,113,,
2023-03-16,33750,33750,32800,33300,9241,306,,
2023-03-15,34350,34500,33950,33950,3882,133,,
2023-03-14,35700,35700,33900,34100,20139,693,,
2023-03-13,35850,36050,35150,35700,5401,192,,
2023-03-10,36100,36800,36100,36300,4835,176,,
2023-03-09,37000,37500,36350,36700,4651,171,,
2023-03-08,38100,38100,35850,37000,5682,212,,
2023-03-07,37800,38750,37800,38250,4981,191,,
2023-03-06,37800,38250,37600,37900,4222,159,,
2023-03-03,36650,38350,36650,37850,10107,381,,
2023-03-02,36950,37400,36650,36650,9370,344,,
2023-02-28,36800,37200,36650,36950,2203,81,,
2023-02-27,37600,37600,36500,36700,7325,270,,
2023-02-24,38000,38150,37400,37600,8200,310,,
2023-02-23,38150,38400,37900,38000,5988,228,,
2023-02-22,38250,38550,38000,38100,8952,342,,
2023-02-21,39150,39300,38600,39000,5572,217,,
2023-02-20,38500,38950,38200,38900,2091,80,,
2023-02-17,38550,38550,37850,38250,3461,132,,
2023-02-16,38250,39050,38250,38650,5065,196,,
2023-02-15,39150,39350,38200,38250,5043,195,,
2023-02-14,39200,39500,39100,39150,3491,137,,
2023-02-13,39450,39650,38950,39100,3550,139,,
2023-02-10,39450,40000,39050,39450,5046,199,,
2023-02-09,40000,40150,39700,40050,2606,104,,
2023-02-08,39800,40150,39800,39950,2777,111,,
2023-02-07,39350,40250,39350,39750,7762,308,,
2023-02-06,40250,40500,39100,39750,9731,388,,
2023-02-03,40650,40750,40100,40250,4863,196,,
2023-02-02,40400,40900,40000,40650,10763,438,,
2023-02-01,40500,40500,40150,40300,3867,156,,
2023-01-31,39900,40100,39650,39900,3060,122,,
2023-01-30,40650,40700,39900,39900,4122,165,,
2023-01-27,40300,41150,40050,40850,6176,252,,
2023-01-26,40150,40300,39750,40200,5704,228,,
2023-01-25,39700,40600,39700,40350,11180,451,,
2023-01-20,40050,40050,39600,39700,1567,62,,
2023-01-19,39750,40100,39600,39800,2331,93,,
2023-01-18,40150,40150,39600,39850,1710,68,,
2023-01-17,40450,40450,39750,40150,2640,105,,
2023-01-16,39400,40500,38850,40500,14911,597,,
2023-01-13,39450,39500,39150,39400,1571,62,,
2023-01-12,39050,39650,39050,39450,3558,140,,
2023-01-11,39050,39050,38600,39050,1410,55,,
2023-01-10,38750,39450,38500,39050,2181,85,,
2023-01-09,37600,38750,37600,38750,3774,145,,
