일자,시가,고가,저가,종가,거래량,거래대금,수정주가구분,수정비율
2024-03-13,9130,9150,9000,9120,1603,15,,
2024-03-12,9150,9150,8990,9050,3809,34,,
2024-03-11,9090,9170,9040,9120,1022,9,,
2024-03-08,9130,9230,9020,9030,1112,10,,
2024-03-07,9250,9250,9120,9130,659,6,,
2024-03-06,9250,9250,9060,9190,554,5,,
2024-03-05,9180,9250,9130,9160,272,2,,
2024-03-04,9170,9240,9110,9180,1430,13,,
2024-02-29,9350,9350,9170,9170,1574,15,,
2024-02-28,9230,9420,9220,9220,3345,31,,
2024-02-27,9110,9320,9050,9220,1106,10,,
2024-02-26,9270,9270,9110,9230,1244,11,,
2024-02-23,9530,9530,9060,9150,21834,201,,
2024-02-22,9340,9550,9340,9520,409,4,,
2024-02-21,9570,9570,9430,9520,741,7,,
2024-02-20,9540,9560,9410,9520,1075,10,,
2024-02-19,9530,9580,9490,9540,1471,14,,
2024-02-16,9530,9540,9420,9520,2998,28,,
2024-02-15,9640,9640,9400,9490,2926,28,,
2024-02-14,9620,9630,9460,9610,1629,16,,
2024-02-13,9570,9730,9480,9620,5152,50,,
2024-02-08,9620,9630,9530,9580,3407,33,,
2024-02-07,9560,9730,9460,9590,1848,18,,
2024-02-06,9660,9660,9440,9560,1084,10,,
2024-02-05,9430,9660,9420,9660,2353,22,,
2024-02-02,9550,9610,9410,9590,8967,85,,
2024-02-01,9380,9900,9230,9310,17019,164,,
2024-01-31,8970,9400,8940,9340,4004,36,,
2024-01-30,9020,9190,8660,8940,6343,57,,
2024-01-29,9050,9100,8960,9090,2839,26,,
2024-01-26,9140,9280,9030,9040,4369,40,,
2024-01-25,9030,9200,8960,9130,3063,28,,
2024-01-24,9270,9310,9070,9070,3396,31,,
2024-01-23,9150,9300,9100,9240,1985,18,,
2024-01-22,9330,9330,9130,9150,1409,13,,
2024-01-19,9240,9300,9130,9220,669,6,,
2024-01-18,9190,9430,9100,9200,6181,57,,
2024-01-17,9410,9650,9130,9180,4046,38,,
2024-01-16,9390,9390,9280,9280,677,6,,
2024-01-15,9430,9450,9300,9300,4313,40,,
2024-01-12,9320,9490,9280,9390,3241,30,,
2024-01-11,9390,9570,9330,9400,1202,11,,
2024-01-10,9520,9520,9340,9390,3655,34,,
2024-01-09,9470,9610,9410,9500,2985,28,,
2024-01-08,9450,9660,9400,9590,3776,36,,
2024-01-05,9610,9610,9400,9590,3666,35,,
2024-01-04,9710,9710,9430,9600,2411,23,,
2024-01-03,9830,9830,9500,9680,2298,22,,
2024-01-02,9660,9660,9500,9650,1990,19,,
2023-12-28,9530,9700,9450,9650,2259,22,,
2023-12-27,9500,9530,9310,9530,6014,56,4,0.00
2023-12-26,9520,9580,9340,9390,3592,34,,
2023-12-22,9480,9580,9470,9510,5374,51,,
2023-12-21,9590,9590,9410,9530,2706,26,,
2023-12-20,9700,9700,9420,9590,6693,64,,
2023-12-19,9530,9700,9400,9510,7885,75,,
2023-12-18,9800,9800,9470,9680,7977,76,,
2023-12-15,9560,9820,9400,9670,29698,283,,
2023-12-14,9700,9890,9400,9620,25679,246,,
2023-12-13,10200,10200,9650,9700,64405,631,,
2023-12-12,10180,12370,9820,10100,850982,9667,,
2023-12-11,9980,10330,9820,10250,20887,212,,
2023-12-08,10190,10200,9760,9790,12072,119,,
2023-12-07,9940,10310,9820,10190,30164,303,,
2023-12-06,9600,9890,9310,9800,14951,145,,
2023-12-05,9610,9750,9330,9550,5108,49,,
2023-12-04,9300,9870,9200,9610,13408,129,,
2023-12-01,9320,9430,9050,9300,3731,35,,
2023-11-30,9300,9360,8900,9320,2657,25,,
2023-11-29,9350,9350,9150,9290,1005,9,,
2023-11-28,9290,9350,9190,9250,2620,24,,
2023-11-27,9300,9300,9040,9200,2014,18,,
2023-11-24,9310,9310,9120,9250,1434,13,,
2023-11-23,9210,9270,9100,9270,2367,22,,
2023-11-22,9210,9330,9120,9210,4678,43,,
2023-11-21,9340,9340,9030,9090,2143,20,,
2023-11-20,9200,9220,9010,9220,1375,12,,
2023-11-17,9060,9400,8980,9100,4608,42,,
2023-11-16,9060,9150,9000,9060,1544,14,,
2023-11-15,9090,9090,9000,9050,2409,22,,
2023-11-14,9060,9060,8960,9050,343,3,,
2023-11-13,9060,9060,8880,8910,4025,36,,
2023-11-10,9180,9180,9010,9060,1548,14,,
2023-11-09,9060,9110,9050,9080,4068,37,,
2023-11-08,9200,9240,9050,9050,856,8,,
2023-11-07,9500,9500,8900,9060,1227,11,,
2023-11-06,9400,9450,9310,9420,2215,21,,
2023-11-03,9070,9400,9030,9340,1532,14,,
2023-11-02,9070,9080,8980,9070,772,7,,
2023-11-01,9050,9090,8950,9070,1232,11,,
2023-10-31,9050,9450,8910,9050,1430,13,,
