일자,시가,고가,저가,종가,거래량,거래대금,수정주가구분,수정비율
2024-03-13,7550,7550,7360,7450,1687,13,,
2024-03-12,7550,7670,7470,7470,4925,37,,
2024-03-11,7620,7620,7550,7550,1563,12,,
2024-03-08,7750,7770,7700,7700,990,8,,
2024-03-07,7960,7960,7660,7660,746,6,,
2024-03-06,7700,7740,7670,7720,1300,10,,
2024-03-05,7830,7940,7670,7800,2114,16,,
2024-03-04,7630,7970,7630,7970,4422,34,,
2024-02-29,7790,7790,7610,7620,2659,20,,
2024-02-28,7720,7720,7690,7700,1392,11,,
2024-02-27,7800,7800,7630,7740,531,4,,
2024-02-26,7700,7750,7700,7710,2688,21,,
2024-02-23,7830,7870,7730,7840,1955,15,,
2024-02-22,7860,7970,7770,7830,6245,49,,
2024-02-21,7870,7870,7690,7800,779,6,,
2024-02-20,7760,7760,7690,7730,1100,8,,
2024-02-19,7760,7830,7700,7760,3572,28,,
2024-02-16,7840,7840,7700,7800,8415,65,,
2024-02-15,7730,7900,7730,7850,15931,125,,
2024-02-14,8000,8160,7610,7710,34093,263,,
2024-02-13,7780,8290,7780,8170,13471,109,,
2024-02-08,7740,7840,7710,7790,4177,32,,
2024-02-07,7790,7790,7660,7720,636,5,,
2024-02-06,7960,7960,7660,7790,1306,10,,
2024-02-05,7980,7980,7750,7750,1424,11,,
2024-02-02,7780,7960,7780,7900,1998,16,,
2024-02-01,7880,7880,7720,7780,3798,29,,
2024-01-31,8090,8090,7860,7880,5820,46,,
2024-01-30,8360,8360,8030,8090,10847,88,,
2024-01-29,8110,8800,8110,8360,18965,163,,
2024-01-26,8250,8250,8050,8110,17040,138,,
2024-01-25,8830,8830,8150,8440,29217,243,,
2024-01-24,10000,10000,8530,9440,139800,1345,,
2024-01-23,7980,7980,7710,7750,379,3,,
2024-01-22,7900,7920,7730,7810,2425,19,,
2024-01-19,7940,7940,7720,7790,979,8,,
2024-01-18,7750,7750,7620,7690,1709,13,,
2024-01-17,7800,7800,7620,7620,398,3,,
2024-01-16,7940,7940,7710,7710,578,4,,
2024-01-15,7800,7840,7800,7800,1049,8,,
2024-01-12,7700,7810,7700,7800,223,2,,
2024-01-11,7860,7860,7700,7770,2541,20,,
2024-01-10,8180,8180,7770,7860,1734,14,,
2024-01-09,8120,8120,8010,8070,667,5,,
2024-01-08,8140,8140,8030,8090,607,5,,
2024-01-05,8180,8180,8000,8110,2096,17,,
2024-01-04,8120,8120,7950,8050,817,7,,
2024-01-03,8050,8090,7990,7990,1250,10,,
2024-01-02,7990,8200,7990,8180,3960,32,,
2023-12-28,7940,8150,7940,7990,3018,24,,
2023-12-27,8200,8200,7870,8010,3151,25,4,0.00
2023-12-26,8090,8090,7860,7880,2014,16,,
2023-12-22,8290,8290,7990,7990,4620,37,,
2023-12-21,8100,8100,7860,7860,5463,43,,
2023-12-20,8200,8200,8020,8080,4364,35,,
2023-12-19,8250,8250,8010,8020,12731,103,,
2023-12-18,8350,8520,8090,8300,13735,114,,
2023-12-15,8270,8270,7820,8000,22043,176,,
2023-12-14,9550,9550,8360,8420,71182,637,,
2023-12-13,8350,10480,8350,10200,96346,966,,
2023-12-12,8480,8480,8120,8180,3430,28,,
2023-12-11,8500,8500,8250,8460,1522,13,,
2023-12-08,8390,8390,8100,8300,2548,21,,
2023-12-07,8350,8360,8000,8350,3493,29,,
2023-12-06,8250,8250,8000,8080,1660,13,,
2023-12-05,8340,8340,8040,8120,2070,17,,
2023-12-04,8190,8500,8190,8360,5181,44,,
2023-12-01,7910,8220,7880,8220,6229,50,,
2023-11-30,7420,7910,7420,7910,3688,29,,
2023-11-29,7640,7680,7550,7570,1200,9,,
2023-11-28,7600,7640,7400,7640,2374,18,,
2023-11-27,7300,7620,7250,7440,5890,44,,
2023-11-24,7250,7250,7070,7190,1490,11,,
2023-11-23,7470,7470,7180,7260,1455,11,,
2023-11-22,7120,7410,7000,7410,3287,24,,
2023-11-21,7080,7150,7080,7150,1851,13,,
2023-11-20,7100,7100,6870,6990,2731,19,,
2023-11-17,6990,6990,6600,6810,2341,16,,
2023-11-16,6870,6870,6680,6860,606,4,,
2023-11-15,6740,6830,6740,6830,608,4,,
2023-11-14,6600,6760,6600,6740,420,3,,
2023-11-13,6730,6780,6520,6530,3672,24,,
2023-11-10,6720,6740,6670,6730,1965,13,,
2023-11-09,6970,6970,6900,6900,41,0,,
2023-11-08,7170,7170,6800,6850,475,3,,
2023-11-07,6820,6990,6780,6900,1309,9,,
2023-11-06,7020,7090,6860,6870,1756,12,,
2023-11-03,6900,6900,6770,6890,1270,9,,
2023-11-02,7000,7000,6710,6910,6040,41,,
2023-11-01,6900,7000,6840,6840,1603,11,,
2023-10-31,7100,7100,6830,7080,204,1,,
2023-10-30,6810,7240,6810,7100,1186,8,,
2023-10-27,7000,7000,6780,6930,1501,10,,
2023-10-26,6940,7100,6900,6900,291,2,,
2023-10-25,6850,7190,6850,7140,6351,45,,
2023-10-24,6660,6860,6660,6860,285,2,,
2023-10-23,6880,6880,6700,6720,960,6,,
2023-10-20,6880,6900,6740,6900,1090,7,,
2023-10-19,6800,6950,6800,6880,220,1,,
2023-10-18,6860,6950,6790,6950,929,6,,
2023-10-17,6800,6940,6760,6860,2048,14,,
2023-10-16,6880,6880,6760,6760,734,5,,
2023-10-13,6820,6940,6780,6880,7694,53,,
2023-10-12,6900,6900,6830,6870,941,6,,
2023-10-11,6840,6910,6820,6820,771,5,,
2023-10-10,7170,7170,6820,6820,2288,16,,
2023-10-06,7190,7190,7090,7170,178,1,,
2023-10-05,7130,7200,7120,7120,88,1,,
2023-10-04,7250,7250,7110,7110,177,1,,
2023-09-27,7210,7220,7170,7190,1583,11,,
2023-09-26,7400,7400,7220,7390,598,4,,
2023-09-25,7490,7490,7300,7390,616,5,,
2023-09-22,7500,7500,7400,7490,431,3,,
2023-09-21,7660,7660,7490,7490,843,6,,
2023-09-20,7600,7670,7600,7660,193,1,,
2023-09-19,7630,7630,7550,7600,133,1,,
2023-09-18,7470,7640,7460,7630,719,5,,
2023-09-15,7500,7600,7500,7600,523,4,,
2023-09-14,7500,7500,7490,7500,2142,16,,
2023-09-13,7320,7480,7300,7480,1564,12,,
2023-09-12,7400,7400,7300,7400,535,4,,
2023-09-11,7300,7420,7300,7420,487,4,,
2023-09-08,7400,7540,7340,7500,1008,7,,
2023-09-07,7600,7600,7350,7480,489,4,,
2023-09-06,7510,7520,7500,7520,164,1,,
2023-09-05,7320,7470,7320,7440,307,2,,
2023-09-04,7510,7640,7450,7480,812,6,,
2023-09-01,7570,7570,7400,7500,2145,16,,
2023-08-31,7460,7460,7340,7460,1127,8,,
2023-08-30,7350,7460,7350,7460,4032,30,,
2023-08-29,7200,7350,7200,7300,293,2,,
2023-08-28,7300,7300,7140,7260,446,3,,
2023-08-25,7300,7300,7100,7200,2677,19,,
2023-08-24,7600,7600,7300,7490,936,7,,
2023-08-23,7110,7280,7110,7280,214,2,,
2023-08-22,7350,7350,7300,7300,35,0,,
2023-08-21,7300,7300,7120,7250,548,4,,
2023-08-18,7160,7300,7160,7300,586,4,,
2023-08-17,7300,7300,7130,7250,431,3,,
2023-08-16,7240,7300,7220,7240,1040,8,,
2023-08-14,7510,7580,7400,7400,256,2,,
2023-08-11,7400,7500,7360,7480,368,3,,
2023-08-10,7950,7950,7360,7410,971,7,,
2023-08-09,7800,7800,7530,7540,759,6,,
2023-08-08,7530,7700,7400,7700,1043,8,,
2023-08-07,7540,7540,7510,7530,583,4,,
2023-08-04,7640,7640,7600,7600,158,1,,
2023-08-03,7580,7640,7400,7640,1578,12,,
2023-08-02,7800,7800,7580,7580,2905,22,,
2023-08-01,7390,7700,7340,7700,1876,14,,
2023-07-31,7370,7390,7310,7390,1761,13,,
2023-07-28,7350,7350,7310,7320,1645,12,,
2023-07-27,7120,7350,7120,7350,2507,18,,
2023-07-26,7560,7560,7050,7180,4709,34,,
2023-07-25,7690,7700,7550,7650,2370,18,,
2023-07-24,7610,7610,7500,7600,2586,20,,
2023-07-21,7720,7720,7650,7700,281,2,,
2023-07-20,7650,7680,7450,7600,2586,20,,
2023-07-19,7820,7820,7400,7480,6442,48,,
2023-07-18,7940,7940,7620,7710,8087,62,,
2023-07-17,8650,8650,7980,8110,26147,218,,
2023-07-14,7280,9180,7280,7930,71725,607,,
2023-07-13,7150,7280,7150,7180,2942,21,,
2023-07-12,7210,7230,7140,7220,1953,14,,
2023-07-11,7500,7500,7200,7200,1213,9,,
2023-07-10,7360,7370,7240,7350,2306,17,,
2023-07-07,7500,7500,7360,7370,1542,11,,
2023-07-06,7940,7940,7510,7510,4820,36,,
2023-07-05,7670,7870,7670,7860,2042,16,,
2023-07-04,8130,8130,7670,7680,14760,116,,
2023-07-03,8430,8450,8210,8210,9519,79,,
2023-06-30,8790,8850,8530,8560,3559,31,,
2023-06-29,8500,8840,8500,8790,1793,16,,
2023-06-28,8780,9100,8510,8520,12050,104,,
2023-06-27,9070,9070,8780,8800,4616,41,,
2023-06-26,9000,9150,8960,9070,1249,11,,
2023-06-23,9050,9170,8950,9020,2681,24,,
2023-06-22,9010,9200,9000,9050,3996,36,,
2023-06-21,9100,9250,9030,9090,3285,30,,
2023-06-20,9090,9250,9020,9100,2841,26,,
2023-06-19,9420,9420,9050,9120,15340,140,,
2023-06-16,9300,9540,9210,9430,21538,201,,
2023-06-15,9190,9550,9190,9290,10781,100,,
2023-06-14,9400,9420,9080,9190,2981,27,,
2023-06-13,9140,9430,9140,9280,6700,62,,
2023-06-12,9290,9480,9070,9120,6950,63,,
2023-06-09,9050,9680,9050,9240,39614,373,,
2023-06-08,9360,9360,8990,9140,5437,49,,
2023-06-07,9330,9550,9160,9260,11922,110,,
2023-06-05,9420,9420,9060,9180,17610,160,,
2023-06-02,9150,9320,9060,9250,17566,161,,
2023-06-01,9390,9390,9010,9050,35555,323,,
2023-05-31,8960,10500,8960,9260,229050,2245,,
2023-05-30,9010,9310,8910,9110,25113,229,,
2023-05-26,8700,9080,8550,8710,10190,90,,
2023-05-25,8900,9050,8610,8610,4548,40,,
2023-05-24,8880,8880,8090,8620,8064,68,,
2023-05-23,9020,9020,8700,8880,871,8,,
2023-05-22,8880,9050,8760,8960,5962,53,,
2023-05-19,8440,9500,8340,8880,54775,494,,
2023-05-18,8590,8590,8340,8340,1390,12,,
2023-05-17,8500,8640,8360,8390,1358,12,,
2023-05-16,8720,8750,8330,8500,5115,43,,
2023-05-15,8840,8840,8670,8720,712,6,,
2023-05-12,8830,9000,8720,8840,2715,24,,
2023-05-11,8950,8960,8810,8830,903,8,,
2023-05-10,8990,8990,8710,8850,1616,14,,
2023-05-09,8940,9080,8750,8940,3809,33,,
2023-05-08,8760,9100,8720,8940,2826,25,,
2023-05-04,8730,8800,8660,8750,3816,33,,
2023-05-03,8800,9090,8750,8770,3430,31,,
2023-05-02,8910,9150,8720,8850,3803,34,,
2023-04-28,8890,9150,8770,8910,2655,24,,
2023-04-27,9000,9000,8610,8890,6365,56,,
2023-04-26,9190,9330,8930,9000,4973,45,,
2023-04-25,9340,9340,9090,9190,6023,55,,
2023-04-24,9450,9780,9250,9310,10070,95,,
2023-04-21,9560,9740,9430,9510,4782,46,,
2023-04-20,9650,9720,9430,9520,10168,97,,
2023-04-19,9630,9810,9510,9650,7350,70,,
2023-04-18,9610,9890,9500,9850,12232,118,,
2023-04-17,9750,9750,9550,9680,9961,96,,
2023-04-14,9820,9820,9620,9750,8307,81,,
2023-04-13,9720,9880,9700,9790,10979,107,,
2023-04-12,9970,9970,9700,9950,9460,93,,
2023-04-11,9960,10180,9750,9970,14524,144,,
2023-04-10,10110,10190,9800,9870,18762,186,,
2023-04-07,10000,10390,9960,10110,29398,299,,
2023-04-06,9980,10090,9860,9960,21068,210,,
2023-04-05,9860,10130,9860,9980,13064,130,,
2023-04-04,10050,10050,9800,9990,6807,68,,
2023-04-03,10020,10040,9910,9990,10723,107,,
2023-03-31,10220,10440,10020,10080,13268,135,,
2023-03-30,10230,10570,10130,10290,26431,273,,
2023-03-29,10360,10680,10070,10220,31834,327,,
2023-03-28,10130,10360,9920,10180,19506,198,,
2023-03-27,10330,10350,9960,10100,11158,112,,
2023-03-24,9870,10480,9870,10300,32247,331,,
2023-03-23,10120,10250,9830,9870,14151,141,,
2023-03-22,10050,10270,9820,10180,18035,180,,
2023-03-21,10150,10330,10000,10000,13126,132,,
2023-03-20,10260,10380,10020,10200,11189,114,,
2023-03-17,10120,10580,10110,10260,26116,270,,
2023-03-16,10210,10250,9910,10080,15598,156,,
2023-03-15,10200,10470,10050,10210,12888,132,,
2023-03-14,10400,10500,10050,10120,16201,164,,
2023-03-13,10490,10730,10420,10440,10804,114,,
2023-03-10,10920,11080,10560,10640,25176,270,,
2023-03-09,10990,11540,10710,10950,62782,697,,
2023-03-08,11030,11190,10650,11060,20900,230,,
2023-03-07,11640,11640,11070,11270,37642,423,,
2023-03-06,11300,11840,11160,11650,58591,675,,
2023-03-03,11450,11580,11150,11230,29027,328,,
2023-03-02,11600,11670,11220,11390,29944,339,,
2023-02-28,11290,12120,11080,11350,75539,874,,
2023-02-27,11800,11880,11010,11290,57848,651,,
2023-02-24,12700,12970,11820,12030,92506,1135,,
2023-02-23,11890,12440,11550,12400,101079,1221,,
2023-02-22,11600,11790,11400,11650,44445,512,,
2023-02-21,12060,12150,11400,11840,59303,694,,
2023-02-20,11760,12180,11250,11600,96550,1120,,
2023-02-17,12120,12310,11480,11500,93109,1094,,
2023-02-16,13300,13390,12180,12280,123330,1564,,
2023-02-15,13650,16230,12440,13090,1063235,15567,,
2023-02-14,14290,16500,13430,13700,460440,6825,,
2023-02-13,15810,16010,14030,14290,283671,4189,,
2023-02-10,21900,22600,16590,16850,1365232,25792,,
2023-02-09,16520,17910,16520,17910,193951,3365,,
2023-02-08,11460,13780,10950,13780,434217,5414,,
2023-02-07,8160,10600,8160,10600,363949,3736,,
2023-02-06,8190,8220,8120,8160,997,8,,
2023-02-03,8270,8270,8200,8200,1767,15,,
2023-02-02,8230,8390,8210,8290,813,7,,
2023-02-01,8350,8350,8140,8230,912,7,,
2023-01-31,8120,8350,8120,8300,873,7,,
2023-01-30,8250,8530,8120,8120,1966,16,,
2023-01-27,8200,8390,8200,8370,47,0,,
2023-01-26,8190,8500,8000,8300,1272,10,,
2023-01-25,8100,8200,8090,8190,289,2,,
2023-01-20,8080,8100,8070,8100,917,7,,
2023-01-19,8050,8100,8050,8080,181,1,,
2023-01-18,8090,8090,8030,8050,653,5,,
2023-01-17,8080,8080,7950,8040,365,3,,
2023-01-16,8240,8240,8000,8040,3099,25,,
2023-01-13,8350,8350,8150,8220,1620,13,,
2023-01-12,8200,8620,7970,8240,346,3,,
