일자,시가,고가,저가,종가,거래량,거래대금,수정주가구분,수정비율
2024-03-13,9750,9780,9590,9600,7583,73,,
2024-03-12,9750,9760,9710,9750,1434,14,,
2024-03-11,9630,9760,9630,9750,3688,36,,
2024-03-08,9620,9770,9620,9750,5467,53,,
2024-03-07,9700,9720,9640,9690,1771,17,,
2024-03-06,9660,9720,9600,9700,5141,50,,
2024-03-05,9630,9740,9560,9660,2797,27,,
2024-03-04,9420,9720,9420,9700,14567,140,,
2024-02-29,9430,9430,9330,9380,3328,31,,
2024-02-28,9400,9580,9380,9440,4519,43,,
2024-02-27,9560,9570,9370,9400,8647,82,,
2024-02-26,9720,9740,9560,9570,5662,54,,
2024-02-23,9820,9840,9600,9750,4769,46,,
2024-02-22,9770,9840,9710,9810,4274,42,,
2024-02-21,9780,9820,9760,9810,1055,10,,
2024-02-20,9850,9890,9690,9810,4041,39,,
2024-02-19,9810,9890,9780,9850,3140,31,,
2024-02-16,9870,9890,9720,9870,7987,78,,
2024-02-15,9900,9900,9810,9870,5463,54,,
2024-02-14,9840,9870,9760,9860,2398,24,,
2024-02-13,9740,9890,9730,9840,4994,49,,
2024-02-08,9800,9820,9620,9730,21056,204,,
2024-02-07,9920,9930,9800,9820,18286,180,,
2024-02-06,9960,9970,9850,9920,1116,11,,
2024-02-05,9960,9970,9820,9960,4027,40,,
2024-02-02,9910,10030,9830,9960,2958,29,,
2024-02-01,9830,9950,9800,9910,2678,26,,
2024-01-31,9960,10110,9830,9830,9469,94,,
2024-01-30,10010,10080,9920,9960,9287,92,,
2024-01-29,10000,10180,9930,10000,5460,55,,
2024-01-26,9980,10000,9930,9990,5012,50,,
2024-01-25,10040,10190,9940,9980,6783,68,,
2024-01-24,9950,10250,9950,10050,17661,179,,
2024-01-23,10000,10000,9930,9960,3329,33,,
2024-01-22,10090,10090,9970,10000,12277,123,,
2024-01-19,9880,10030,9850,9990,8604,86,,
2024-01-18,9650,9930,9600,9820,13713,133,,
2024-01-17,9900,9900,9610,9820,12401,121,,
2024-01-16,9960,10000,9300,9850,24394,237,,
2024-01-15,10070,10070,9940,9990,8890,89,,
2024-01-12,10080,10150,9980,10050,11908,120,,
2024-01-11,10220,10220,10060,10110,11059,112,,
2024-01-10,10250,10250,10070,10190,5569,56,,
2024-01-09,10250,10260,10150,10200,13158,134,,
2024-01-08,10180,10260,10110,10120,7196,73,,
2024-01-05,10150,10320,10100,10140,31604,323,,
2024-01-04,10140,10150,10000,10120,13118,132,,
2024-01-03,10040,10230,10020,10150,10929,110,,
2024-01-02,10170,10260,10020,10160,71516,723,,
2023-12-28,10220,10220,9950,10150,30252,303,,
2023-12-27,10120,10220,10020,10170,8141,83,4,0.00
2023-12-26,10190,10280,10120,10190,12010,122,,
2023-12-22,10050,10290,9920,10190,12774,129,,
2023-12-21,10220,10280,9900,9990,46625,466,,
2023-12-20,10490,10490,10050,10250,69647,710,,
2023-12-19,10520,10710,10370,10380,29058,304,,
2023-12-18,10650,10730,10450,10600,22527,239,,
2023-12-15,10610,10650,10350,10550,25722,270,,
2023-12-14,11450,11450,10550,10680,72484,798,,
2023-12-13,10630,12950,10510,11090,570156,6798,,
2023-12-12,10630,10860,10460,10490,12258,130,,
2023-12-11,10300,10860,10200,10620,36968,389,,
2023-12-08,10160,10260,10040,10170,5231,53,,
2023-12-07,10020,10360,10000,10070,10582,108,,
2023-12-06,10030,10290,9830,10200,5340,54,,
2023-12-05,10060,10200,10000,10030,10610,107,,
2023-12-04,10060,11000,10000,10280,58066,603,,
2023-12-01,9950,10080,9810,9960,12021,120,,
2023-11-30,9740,9900,9700,9890,8202,80,,
2023-11-29,9890,9970,9780,9860,6340,63,,
2023-11-28,9740,9960,9740,9890,13151,130,,
2023-11-27,9540,9800,9410,9750,19506,189,,
2023-11-24,9350,9540,9350,9430,3567,34,,
2023-11-23,9560,9560,9300,9380,4570,43,,
2023-11-22,9480,9600,9300,9560,6499,62,,
2023-11-21,9380,9490,9360,9460,4080,39,,
2023-11-20,9260,9380,9210,9380,5235,49,,
2023-11-17,9280,9430,8810,9230,6685,61,,
2023-11-16,9290,9330,9210,9330,1074,10,,
2023-11-15,9240,9350,9240,9290,5551,51,,
2023-11-14,9400,9400,9160,9210,3729,34,,
2023-11-13,9300,9390,9210,9300,1990,18,,
2023-11-10,9360,9360,9210,9230,742,7,,
2023-11-09,9290,9290,9090,9220,842,8,,
2023-11-08,9330,9330,9060,9140,1718,16,,
2023-11-07,9250,9250,9040,9150,3641,33,,
2023-11-06,9050,9290,9050,9250,7950,73,,
2023-11-03,9030,9070,8940,9010,5858,53,,
2023-11-02,8670,9200,8670,9010,3551,31,,
2023-11-01,8600,8670,8570,8600,1953,17,,
2023-10-31,9030,9030,8560,8560,17616,155,,
