일자,시가,고가,저가,종가,거래량,거래대금,수정주가구분,수정비율
2024-03-13,64600,65400,64300,65400,600,39,,
2024-03-12,64500,64900,64000,64900,1650,106,,
2024-03-11,64400,65000,64000,64600,564,36,,
2024-03-08,64500,64900,64400,64700,338,22,,
2024-03-07,65100,65100,63800,65000,2173,140,,
2024-03-06,65000,66000,64400,65000,971,63,,
2024-03-05,65600,65700,64200,64600,1300,84,,
2024-03-04,65400,65800,65100,65600,846,55,,
2024-02-29,66200,66400,65200,65400,2125,140,,
2024-02-28,65800,66600,65500,66200,533,35,,
2024-02-27,66100,66300,65500,66000,1022,67,,
2024-02-26,66800,67000,66100,66100,515,34,,
2024-02-23,66700,67100,66500,67100,973,65,,
2024-02-22,67300,67500,66300,66900,1739,116,,
2024-02-21,67600,67700,67000,67600,911,61,,
2024-02-20,67100,67800,66800,67600,3710,249,,
2024-02-19,66900,67600,66300,67600,1319,88,,
2024-02-16,66300,66900,65500,66900,1876,124,,
2024-02-15,66600,67300,65500,66600,3392,226,,
2024-02-14,66000,66900,65900,66900,1342,89,,
2024-02-13,66000,66400,65200,66400,1367,90,,
2024-02-08,66000,66000,65200,66000,1000,66,,
2024-02-07,65700,66700,65100,66300,1096,72,,
2024-02-06,66300,67400,64900,64900,1560,103,,
2024-02-05,68000,68300,64000,66600,1919,129,,
2024-02-02,68400,68800,67600,68500,1584,108,,
2024-02-01,66900,68800,66900,68400,3033,207,,
2024-01-31,65400,68900,65200,67100,4694,313,,
2024-01-30,63600,67100,63600,65900,5408,355,,
2024-01-29,63600,64100,63300,63800,1270,81,,
2024-01-26,63900,64300,63500,63600,1152,74,,
2024-01-25,63900,64300,63500,63900,832,53,,
2024-01-24,63900,64100,63600,63900,533,34,,
2024-01-23,63300,64600,63300,63900,660,42,,
2024-01-22,63500,64200,63300,63800,594,38,,
2024-01-19,62800,63700,62600,63500,846,53,,
2024-01-18,62700,62800,61800,62700,564,35,,
2024-01-17,64100,64500,62100,62700,1684,107,,
2024-01-16,64100,65000,64100,64600,606,39,,
2024-01-15,65000,65000,64000,64900,1027,66,,
2024-01-12,64900,65300,64400,65100,1054,68,,
2024-01-11,64500,65200,63700,65100,1638,106,,
2024-01-10,64000,64800,64000,64500,435,28,,
2024-01-09,63800,64600,63600,64500,997,64,,
2024-01-08,61800,64700,61800,64100,5878,375,,
2024-01-05,59300,61800,59100,61800,2425,147,,
2024-01-04,58900,60400,58900,59600,471,28,,
2024-01-03,59800,60100,59100,59100,792,47,,
2024-01-02,61100,61100,59600,59800,1187,71,,
2023-12-28,62700,63500,60000,61900,1795,110,,
2023-12-27,63400,63500,62900,63200,724,46,4,0.00
2023-12-26,62600,63800,62600,63400,1170,74,,
2023-12-22,62700,63000,62500,63000,632,40,,
2023-12-21,62400,62900,62400,62900,583,37,,
2023-12-20,62400,62800,62200,62500,939,59,,
2023-12-19,61700,62400,61500,62400,1400,87,,
2023-12-18,61500,61700,61300,61700,551,34,,
2023-12-15,61200,61500,60800,61500,1093,67,,
2023-12-14,60800,61500,60800,61500,523,32,,
2023-12-13,61000,61400,60500,61200,943,58,,
2023-12-12,60800,61200,60700,61000,1049,64,,
2023-12-11,60500,60800,60300,60800,824,50,,
2023-12-08,60000,60600,59000,60500,389,23,,
2023-12-07,60200,60500,59800,60500,437,26,,
2023-12-06,60000,60300,59700,60300,351,21,,
2023-12-05,60000,60200,59600,60100,623,37,,
2023-12-04,60000,60100,59700,60100,413,25,,
2023-12-01,59900,60000,59200,60000,552,33,,
2023-11-30,59600,60000,59400,59900,474,28,,
2023-11-29,59900,60000,58800,59900,1780,106,,
2023-11-28,59700,59900,59200,59900,685,41,,
2023-11-27,59300,60000,59300,59700,545,32,,
2023-11-24,59200,59400,58700,59400,673,40,,
2023-11-23,59100,59200,58500,59200,555,33,,
2023-11-22,59200,59200,58500,59100,468,28,,
2023-11-21,59400,59400,58900,59200,549,32,,
2023-11-20,59000,59300,58800,59200,430,25,,
