일자,시가,고가,저가,종가,거래량,거래대금,수정주가구분,수정비율
2024-03-13,6190,6190,6020,6070,731,4,,
2024-03-12,5950,6280,5940,6190,854,5,,
2024-03-11,5980,5980,5900,5970,1458,9,,
2024-03-08,5980,5990,5890,5980,1527,9,,
2024-03-07,6110,6110,5900,5980,881,5,,
2024-03-06,5900,6300,5850,6110,2308,14,,
2024-03-05,5890,5940,5850,5900,2614,15,,
2024-03-04,5930,5990,5930,5990,2723,16,,
2024-02-29,6120,6120,6000,6000,3010,18,,
2024-02-28,6300,6300,6030,6120,1919,12,,
2024-02-27,6230,6230,6000,6000,5395,32,,
2024-02-26,6530,6530,6260,6260,1947,12,,
2024-02-23,6250,6450,6200,6270,2801,17,,
2024-02-22,6480,6480,6270,6270,4438,28,,
2024-02-21,6240,6410,6240,6260,5738,36,,
2024-02-20,6540,6540,6340,6410,3925,25,,
2024-02-19,6550,6550,6360,6540,7712,50,,
2024-02-16,6390,6390,6280,6310,2543,16,,
2024-02-15,6330,6480,6330,6400,3212,21,,
2024-02-14,6280,6560,6270,6290,5938,38,,
2024-02-13,6500,6500,6260,6280,2523,16,,
2024-02-08,6400,6400,6260,6360,4427,28,,
2024-02-07,6260,6400,6240,6400,3846,24,,
2024-02-06,6650,6650,6200,6250,9357,59,,
2024-02-05,6820,6820,6400,6560,6632,43,,
2024-02-02,7130,7130,6680,6820,7178,49,,
2024-02-01,6600,6900,6600,6880,9869,67,,
2024-01-31,6820,7180,6660,6750,22068,152,,
2024-01-30,6420,7290,6290,7200,70454,486,,
2024-01-29,6600,6900,6400,6600,53428,352,,
2024-01-26,5900,6530,5900,6140,24138,152,,
2024-01-25,5880,5880,5800,5850,12613,73,,
2024-01-24,5970,5970,5850,5870,13125,77,,
2024-01-23,6050,6180,5800,6120,21228,128,,
2024-01-22,6200,6230,6050,6050,19103,116,,
2024-01-19,6400,6500,6360,6360,15822,102,,
2024-01-18,6340,6860,6340,6510,27926,185,,
2024-01-17,6380,6380,6110,6340,15330,95,,
2024-01-16,6710,6710,6280,6350,34529,220,,
2024-01-15,6600,6600,6430,6540,43936,287,,
2024-01-12,8150,8150,7000,7150,72069,523,,
2024-01-11,8670,10000,8600,8800,122189,1118,,
2024-01-10,8610,8610,8120,8430,73430,613,,
2024-01-09,8010,9900,8010,9320,188298,1660,,
2024-01-08,7920,10010,7920,10010,124005,1137,,
2024-01-05,8300,8300,7700,7700,189683,1510,,
2024-01-04,12600,13480,8820,9180,1836553,21427,,
2024-01-03,10540,10540,10540,10540,70444,742,,
2024-01-02,6240,8110,6240,8110,244943,1861,,
2023-12-28,5800,6600,5800,6240,46658,291,,
2023-12-27,6650,6650,6000,6000,50477,312,4,0.00
2023-12-26,7360,7360,6850,6850,21775,152,,
2023-12-22,7450,7650,7180,7310,45666,340,,
2023-12-21,6990,7390,6990,7230,29349,211,,
2023-12-20,7350,7350,7080,7100,58708,422,,
2023-12-19,7790,8280,7590,7670,74069,581,,
2023-12-18,8160,8160,7600,7760,75902,591,,
2023-12-15,9000,9010,8020,8390,147288,1254,,
2023-12-14,11930,11930,9720,10200,93458,951,,
2023-12-13,10810,12120,10810,11820,106406,1237,,
2023-12-12,12700,12700,11440,11520,130717,1562,,
2023-12-11,15710,17290,13940,14000,168710,2629,,
2023-12-08,17090,17090,13100,17090,363567,5813,,
2023-12-07,13150,13150,13150,13150,41095,540,,
2023-12-06,8630,10120,8200,10120,33940,340,,
2023-12-05,8140,8650,8070,8510,5026,42,,
2023-12-04,8990,8990,8080,8290,4366,37,,
2023-12-01,7680,8910,7680,8590,23801,201,,
2023-11-30,8000,8000,7540,7680,11446,89,,
2023-11-29,7790,7970,7560,7760,10508,81,,
2023-11-28,7750,8110,7560,7560,14741,115,,
2023-11-27,8040,8130,7630,7630,18662,146,,
2023-11-24,7810,8130,7800,7980,13037,103,,
2023-11-23,7950,8140,7750,7950,11574,92,,
2023-11-22,7580,8150,7320,7990,22076,172,,
2023-11-21,7100,7570,7050,7390,12341,91,,
2023-11-20,6970,7180,6790,7010,7964,55,,
2023-11-17,6960,6980,6710,6910,3973,27,,
2023-11-16,6970,6970,6720,6720,6458,44,,
2023-11-15,6780,7050,6710,6860,8035,55,,
2023-11-14,7010,7100,6630,6630,6435,44,,
2023-11-13,6980,7220,6800,7000,20618,144,,
2023-11-10,6670,6980,6670,6980,776,5,,
2023-11-09,6760,7180,6620,6850,14812,101,,
2023-11-08,6600,6980,6600,6760,12907,87,,
2023-11-07,6780,6900,6530,6700,2185,14,,
2023-11-06,6750,6820,6520,6690,3820,25,,
2023-11-03,6700,6740,6450,6520,2545,17,,
2023-11-02,6590,6750,6510,6510,2522,17,,
2023-11-01,6650,6650,6620,6640,51,0,,
2023-10-31,6650,6650,6400,6570,992,6,,
2023-10-30,6510,6840,6410,6490,628,4,,
2023-10-27,6900,6900,6490,6490,1048,7,,
2023-10-26,7020,7020,6480,6600,7194,48,,
2023-10-25,7060,7760,6920,7130,491,4,,
2023-10-24,7250,7300,6880,7060,670,5,,
2023-10-23,6960,7020,6900,7000,158,1,,
2023-10-20,7200,7200,7000,7020,297,2,,
2023-10-19,7390,7390,6950,7220,569,4,,
2023-10-18,7390,7390,7240,7300,281,2,,
2023-10-17,7280,7320,7130,7300,156,1,,
2023-10-16,7300,7300,7240,7280,71,1,,
2023-10-13,7470,7470,7320,7340,254,2,,
2023-10-12,7390,7440,7300,7420,316,2,,
2023-10-11,7390,7390,7080,7320,4831,35,,
2023-10-10,7110,7820,7090,7150,705,5,,
2023-10-06,7570,7570,7090,7090,1489,11,,
2023-10-05,7350,7440,6930,7340,649,5,,
2023-10-04,7360,7690,7230,7320,690,5,,
2023-09-27,7060,7380,7060,7360,459,3,,
2023-09-26,7590,7590,7200,7390,743,5,,
2023-09-25,7890,7890,7340,7340,1339,10,,
2023-09-22,7990,7990,7680,7760,699,5,,
2023-09-21,7940,8040,7780,8000,1255,10,,
2023-09-20,8100,8100,7910,7940,1256,10,,
2023-09-19,8090,8280,7840,8120,5659,46,,
2023-09-18,7850,7860,7700,7840,589,5,,
2023-09-15,7730,7850,7650,7850,579,4,,
2023-09-14,7570,7750,7400,7730,830,6,,
2023-09-13,7590,7590,7430,7570,305,2,,
2023-09-12,7690,7700,7570,7590,405,3,,
2023-09-11,7750,7750,7660,7690,318,2,,
2023-09-08,7780,7780,7740,7750,174,1,,
2023-09-07,7760,7780,7610,7760,381,3,,
2023-09-06,7870,7940,7720,7870,198,2,,
2023-09-05,7970,8000,7730,7890,745,6,,
2023-09-04,7860,7970,7750,7970,781,6,,
2023-09-01,7980,8070,7840,7860,207,2,,
2023-08-31,7910,8080,7830,7830,2107,17,,
2023-08-30,7960,8070,7780,7950,812,6,,
2023-08-29,8050,8050,7430,7940,5695,44,,
2023-08-28,8070,8070,7680,7990,773,6,,
2023-08-25,7900,7900,7660,7780,17,0,,
2023-08-24,7550,7890,7550,7680,250,2,,
2023-08-23,7700,7710,7570,7590,1884,14,,
2023-08-22,7700,8050,7630,7650,356,3,,
2023-08-21,7710,8090,7680,7700,993,8,,
2023-08-18,7700,7850,7500,7710,303,2,,
2023-08-17,7800,8080,7700,7710,814,6,,
2023-08-16,8200,8200,7800,7800,1369,11,,
2023-08-14,8090,8280,7990,8220,416,3,,
2023-08-11,8080,8240,7940,8190,1779,14,,
2023-08-10,8010,8110,7820,7870,1390,11,,
2023-08-09,7600,7930,7500,7880,5034,39,,
2023-08-08,7660,7710,7600,7600,2690,20,,
2023-08-07,7870,8230,7600,7600,2001,16,,
2023-08-04,7940,8090,7580,7870,3542,28,,
2023-08-03,8000,8250,7900,8000,1836,14,,
2023-08-02,7970,8220,7710,7990,1661,13,,
2023-08-01,8540,8540,7860,7860,4458,36,,
2023-07-31,7430,8230,7430,8100,12970,102,,
2023-07-28,7600,7970,7570,7790,5686,44,,
2023-07-27,7640,7930,7500,7580,850,7,,
2023-07-26,8000,8000,6950,7640,32780,240,,
2023-07-25,8400,8510,8010,8010,5196,43,,
2023-07-24,8430,8500,8200,8410,4728,39,,
2023-07-21,8450,8600,8200,8430,3939,33,,
2023-07-20,8580,8820,8200,8410,8625,73,,
2023-07-19,9000,9000,8550,8570,2996,26,,
2023-07-18,9170,9180,8910,9040,1431,13,,
2023-07-17,8800,9180,8510,9090,6813,60,,
2023-07-14,9370,9370,8800,8800,9504,85,,
2023-07-13,9590,9590,9160,9160,6584,61,,
2023-07-12,9650,9840,9150,9590,1454,14,,
2023-07-11,9600,9840,9570,9650,2758,27,,
2023-07-10,9690,9800,9460,9670,1486,14,,
2023-07-07,9640,9950,9510,9700,3878,37,,
2023-07-06,9860,9860,9560,9570,2652,26,,
2023-07-05,9970,9970,9600,9860,3942,39,,
2023-07-04,9910,9990,9850,9970,858,9,,
2023-07-03,9980,9990,9820,9970,890,9,,
2023-06-30,9960,10000,9600,9980,1295,13,,
2023-06-29,9790,9960,9600,9960,1450,14,,
2023-06-28,10040,10040,9790,9790,5727,56,,
2023-06-27,10240,10240,9920,10050,5439,55,,
2023-06-26,9770,12630,9730,10290,92676,1026,,
2023-06-23,9780,10500,9600,9720,2128,21,,
2023-06-22,10000,10000,9690,9710,451,4,,
2023-06-21,10570,10570,9590,9780,15265,151,,
2023-06-20,10840,10840,10380,10400,880,9,,
2023-06-19,10590,10720,10410,10510,1341,14,,
2023-06-16,10790,10790,10510,10590,693,7,,
2023-06-15,10600,10870,10490,10590,271,3,,
2023-06-14,10560,10890,10520,10600,1495,16,,
2023-06-13,10600,10900,10470,10750,4281,46,,
2023-06-12,10710,10710,10530,10620,353,4,,
2023-06-09,10710,10900,10330,10710,1807,19,,
2023-06-08,10850,10850,10430,10710,713,7,,
2023-06-07,10520,10690,10500,10530,2132,23,,
2023-06-05,10560,10610,10380,10590,3200,34,,
2023-06-02,10620,10620,10550,10560,122,1,,
2023-06-01,10560,10630,10510,10590,1166,12,,
2023-05-31,10610,10850,10570,10680,1857,20,,
2023-05-30,10830,10830,10520,10610,1444,15,,
2023-05-26,10950,10950,10710,10830,289,3,,
2023-05-25,10820,10970,10680,10800,4953,54,,
2023-05-24,10650,10970,10530,10820,4959,53,,
2023-05-23,10560,10680,10430,10650,776,8,,
2023-05-22,10800,10800,10560,10560,1325,14,,
2023-05-19,10900,10900,10450,10670,904,10,,
2023-05-18,10850,10850,10460,10550,131,1,,
2023-05-17,10630,10630,10410,10460,2490,26,,
2023-05-16,10850,10980,10560,10570,1865,20,,
2023-05-15,10700,10980,10500,10840,2374,25,,
2023-05-12,10900,11290,10630,10630,2278,25,,
2023-05-11,10590,10960,10590,10830,5539,60,,
2023-05-10,10600,10890,10500,10530,3640,38,,
2023-05-09,10460,11000,10450,10540,3420,36,,
2023-05-08,10500,10590,10450,10520,9188,96,,
2023-05-04,10550,10830,10450,10530,1860,20,,
2023-05-03,10620,10680,10490,10490,1495,16,,
2023-05-02,10670,10670,10540,10620,1257,13,,
2023-04-28,10900,10900,10400,10680,6884,72,,
2023-04-27,10990,10990,10310,10590,2359,25,,
2023-04-26,11200,11200,10720,10720,1445,16,,
2023-04-25,11040,11040,10700,11030,808,9,,
2023-04-24,11530,11530,10900,10980,2666,29,,
2023-04-21,10790,10950,10700,10870,3037,33,,
2023-04-20,11090,11090,10700,10740,2037,22,,
2023-04-19,11020,11020,10560,10700,4577,49,,
2023-04-18,10960,10960,10580,10590,6023,64,,
2023-04-17,10780,11230,10400,10910,3663,40,,
2023-04-14,11130,11450,10910,10910,7014,78,,
