일자,시가,고가,저가,종가,거래량,거래대금,수정주가구분,수정비율
2024-03-13,25000,25000,23600,24100,2026,49,,
2024-03-12,24450,24500,22900,24500,6873,166,,
2024-03-11,24050,24500,24050,24500,4040,98,,
2024-03-08,24900,24900,24300,24350,555,14,,
2024-03-07,24450,24600,24250,24450,2369,58,,
2024-03-06,24450,24550,23700,24450,4213,102,,
2024-03-05,24950,24950,24500,24700,1120,28,,
2024-03-04,25050,25050,24750,24950,1438,36,,
2024-02-29,25500,25500,25000,25050,1146,29,,
2024-02-28,25050,25300,24850,25300,1647,41,,
2024-02-27,25000,25250,24750,24950,1670,42,,
2024-02-26,25400,25500,25000,25000,2194,55,,
2024-02-23,25350,25500,25050,25400,852,22,,
2024-02-22,25050,25500,25000,25350,984,25,,
2024-02-21,25450,25650,25200,25300,910,23,,
2024-02-20,25150,25700,25150,25350,484,12,,
2024-02-19,25250,25700,25250,25650,1758,45,,
2024-02-16,25100,25200,24800,25200,2799,70,,
2024-02-15,25450,25450,24700,24900,3138,79,,
2024-02-14,25900,25950,25400,25450,1920,49,,
2024-02-13,25500,26000,25500,25900,3890,100,,
2024-02-08,25550,25700,25350,25500,1695,43,,
2024-02-07,25050,25350,24900,25350,1868,47,,
2024-02-06,25400,25400,24750,24950,2105,52,,
2024-02-05,25850,25850,24900,25250,5434,137,,
2024-02-02,27250,27250,25500,25850,6064,158,,
2024-02-01,25800,27100,25800,26950,14544,391,,
2024-01-31,25850,26250,25850,26150,3327,87,,
2024-01-30,26250,26600,26250,26300,15172,401,,
2024-01-29,24600,26250,24600,26250,16574,427,,
2024-01-26,24200,24750,23950,24650,9536,235,,
2024-01-25,23750,24100,23500,23950,11530,273,,
2024-01-24,23950,23950,23650,23700,3429,81,,
2024-01-23,23650,24150,23300,23750,9652,230,,
2024-01-22,23650,24450,23600,24000,2762,66,,
2024-01-19,24150,24250,23750,24000,3072,73,,
2024-01-18,24150,24200,23750,23900,5514,132,,
2024-01-17,24450,24450,23700,23700,27016,645,,
2024-01-16,25300,25300,24450,24550,2662,65,,
2024-01-15,25400,25400,24550,24900,3900,96,,
2024-01-12,25000,25200,24700,25200,6611,165,,
2024-01-11,25450,25500,25100,25200,1756,44,,
2024-01-10,24300,25350,24300,25100,15908,398,,
2024-01-09,23950,24550,23950,24400,8889,216,,
2024-01-08,24300,24300,23900,24000,2825,68,,
2024-01-05,24200,24200,23800,23950,10131,243,,
2024-01-04,24100,24350,24000,24200,4429,107,,
2024-01-03,23650,24350,23600,24050,16566,398,,
2024-01-02,23800,23800,23200,23650,4667,109,,
2023-12-28,23600,23850,23450,23850,4300,102,,
2023-12-27,24400,24400,23550,23650,8530,203,4,0.00
2023-12-26,24500,24550,23750,24450,7429,180,,
2023-12-22,24500,24800,24050,24350,2740,67,,
2023-12-21,23700,24700,23700,24300,3894,93,,
2023-12-20,24950,24950,23550,23950,2687,65,,
2023-12-19,23900,23900,23650,23800,1939,46,,
2023-12-18,24050,24650,23800,23900,1655,40,,
2023-12-15,24000,24750,24000,24250,1726,42,,
2023-12-14,24450,24650,24200,24350,2286,56,,
2023-12-13,24500,24800,23950,24450,5333,130,,
2023-12-12,24450,24900,24350,24650,1111,27,,
2023-12-11,24950,24950,24250,24450,3458,84,,
2023-12-08,24850,24950,24400,24600,3257,80,,
2023-12-07,24850,24850,24500,24650,3554,87,,
2023-12-06,24500,24800,24400,24700,2499,62,,
2023-12-05,24450,24650,24450,24650,1898,47,,
2023-12-04,24600,24650,24150,24650,1791,44,,
