일자,개인,외국인,기관,금융투자,보험,투신,기타금융,은행,연기금등,사모펀드,기타법인
2024-03-13,150,-156,0,0,0,0,0,0,0,0,4
2024-03-12,121,-121,0,0,0,0,0,0,0,0,0
2024-03-11,170,-170,0,0,0,0,0,0,0,0,0
2024-03-08,61,-61,0,0,0,0,0,0,0,0,0
2024-03-07,2,-2,0,0,0,0,0,0,0,0,0
2024-03-06,143,-143,0,0,0,0,0,0,0,0,0
2024-03-05,189,-189,0,0,0,0,0,0,0,0,0
2024-03-04,47,-48,0,0,0,0,0,0,0,0,0
2024-02-29,-16,16,0,0,0,0,0,0,0,0,0
2024-02-28,28,-28,0,0,0,0,0,0,0,0,0
2024-02-27,280,-284,0,0,0,0,0,0,0,0,4
2024-02-26,118,-118,0,0,0,0,0,0,0,0,0
2024-02-23,239,-239,0,0,0,0,0,0,0,0,0
2024-02-22,120,-120,0,0,0,0,0,0,0,0,0
2024-02-21,92,-88,0,0,0,0,0,0,0,0,0
2024-02-20,22,-13,0,0,0,0,0,0,0,0,0
2024-02-19,-1,1,0,0,0,0,0,0,0,0,0
2024-02-16,51,-51,0,0,0,0,0,0,0,0,0
2024-02-15,78,-78,0,0,0,0,0,0,0,0,0
2024-02-14,14,-17,0,0,0,0,0,0,0,0,3
2024-02-13,54,-54,0,0,0,0,0,0,0,0,0
2024-02-08,1,-1,0,0,0,0,0,0,0,0,0
2024-02-07,-16,16,0,0,0,0,0,0,0,0,0
2024-02-06,17,-23,0,0,0,0,0,0,0,0,0
2024-02-05,1,-1,0,0,0,0,0,0,0,0,0
2024-02-02,68,-68,0,0,0,0,0,0,0,0,0
2024-02-01,34,-34,0,0,0,0,0,0,0,0,0
2024-01-31,11,-11,0,0,0,0,0,0,0,0,0
2024-01-30,-24,21,0,0,0,0,0,0,0,0,3
2024-01-29,234,-234,0,0,0,0,0,0,0,0,0
2024-01-26,35,-35,0,0,0,0,0,0,0,0,0
2024-01-25,8,-8,0,0,0,0,0,0,0,0,0
2024-01-24,246,-246,0,0,0,0,0,0,0,0,0
2024-01-23,3,-3,0,0,0,0,0,0,0,0,0
2024-01-22,76,-76,0,0,0,0,0,0,0,0,0
2024-01-19,217,-167,0,0,0,0,0,0,0,0,-50
2024-01-18,246,-246,0,0,0,0,0,0,0,0,0
2024-01-17,40,-43,0,0,0,0,0,0,0,0,3
2024-01-16,2,-2,0,0,0,0,0,0,0,0,0
2024-01-15,17,-17,0,0,0,0,0,0,0,0,0
2024-01-12,77,-77,0,0,0,0,0,0,0,0,0
2024-01-11,66,-66,0,0,0,0,0,0,0,0,0
2024-01-10,175,-178,0,0,0,0,0,0,0,0,3
2024-01-09,18,-18,0,0,0,0,0,0,0,0,0
2024-01-08,119,-119,0,0,0,0,0,0,0,0,0
2024-01-05,26,-26,0,0,0,0,0,0,0,0,0
2024-01-04,10,-13,0,0,0,0,0,0,0,0,0
2024-01-03,19,-19,0,0,0,0,0,0,0,0,0
2024-01-02,191,-175,0,0,0,0,0,0,0,0,0
2023-12-28,112,-112,0,0,0,0,0,0,0,0,0
2023-12-27,-22,22,0,0,0,0,0,0,0,0,0
2023-12-26,3,-3,0,0,0,0,0,0,0,0,0
2023-12-22,59,-59,0,0,0,0,0,0,0,0,0
2023-12-21,211,-211,0,0,0,0,0,0,0,0,0
2023-12-20,270,-270,0,0,0,0,0,0,0,0,0
2023-12-19,69,-69,0,0,0,0,0,0,0,0,0
2023-12-18,262,-262,0,0,0,0,0,0,0,0,0
2023-12-15,256,-256,0,0,0,0,0,0,0,0,0
2023-12-14,-1736,1736,0,0,0,0,0,0,0,0,0
2023-12-13,1087,-1090,0,0,0,0,0,0,0,0,3
2023-12-12,320,-320,0,0,0,0,0,0,0,0,0
2023-12-11,-2725,2932,0,0,0,0,0,0,0,0,-207
2023-12-08,930,-784,0,0,0,0,0,0,0,0,-146
2023-12-07,73,-73,0,0,0,0,0,0,0,0,0
2023-12-06,150,-150,0,0,0,0,0,0,0,0,0
2023-12-05,96,-96,0,0,0,0,0,0,0,0,0
2023-12-04,-1691,1701,0,0,0,0,0,0,0,0,0
2023-12-01,-715,670,0,0,0,0,0,0,0,0,45
2023-11-30,-348,342,0,0,0,0,0,0,0,0,6
2023-11-29,715,-720,0,0,0,0,0,0,0,0,5
2023-11-28,446,-446,0,0,0,0,0,0,0,0,0
2023-11-27,3448,-3440,0,0,0,0,0,0,0,0,-8
2023-11-24,-294,257,0,0,0,0,0,0,0,0,37
2023-11-23,-38,10,0,0,0,0,0,0,0,0,18
2023-11-22,-10,-4,0,0,0,0,0,0,0,0,14
2023-11-21,136,-136,0,0,0,0,0,0,0,0,0
2023-11-20,-1201,1417,0,0,0,0,0,0,0,0,-216
2023-11-17,-3,3,0,0,0,0,0,0,0,0,0
2023-11-16,3,-3,0,0,0,0,0,0,0,0,0
2023-11-15,-84,75,0,0,0,0,0,0,0,0,9
2023-11-14,-3,0,0,0,0,0,0,0,0,0,3
2023-11-13,324,-333,0,0,0,0,0,0,0,0,9
2023-11-10,-3,-2,0,0,0,0,0,0,0,0,5
2023-11-09,17,-16,0,0,0,0,0,0,0,0,0
2023-11-08,29,-34,0,0,0,0,0,0,0,0,5
2023-11-07,2576,-283,0,0,0,0,0,0,0,0,6
2023-11-06,-636,635,0,0,0,0,0,0,0,0,1
2023-11-03,-56,56,0,0,0,0,0,0,0,0,0
2023-11-02,-33,30,0,0,0,0,0,0,0,0,3
2023-11-01,-3,-1,0,0,0,0,0,0,0,0,4
2023-10-31,271,-272,0,0,0,0,0,0,0,0,0
2023-10-30,25,-32,0,0,0,0,0,0,0,0,3
2023-10-27,-9,-15,0,0,0,0,0,0,0,0,21
2023-10-26,75,-95,0,0,0,0,0,0,0,0,20
2023-10-25,-410,371,0,0,0,0,0,0,0,0,38
2023-10-24,-412,396,0,0,0,0,0,0,0,0,13
2023-10-23,129,-155,0,0,0,0,0,0,0,0,26
2023-10-20,-15,-10,0,0,0,0,0,0,0,0,25
2023-10-19,5,-10,0,0,0,0,0,0,0,0,5
2023-10-18,0,-5,0,0,0,0,0,0,0,0,4
2023-10-17,-121,106,0,0,0,0,0,0,0,0,15
2023-10-16,-18,-24,0,0,0,0,0,0,0,0,40
2023-10-13,-16,-6,0,0,0,0,0,0,0,0,22
2023-10-12,24,-24,0,0,0,0,0,0,0,0,0
2023-10-11,45,-45,0,0,0,0,0,0,0,0,0
2023-10-10,32,-55,0,0,0,0,0,0,0,0,23
2023-10-06,2,-16,0,0,0,0,0,0,0,0,14
2023-10-05,-277,268,0,0,0,0,0,0,0,0,3
2023-10-04,907,-908,0,0,0,0,0,0,0,0,1
2023-09-27,-2179,2161,0,0,0,0,0,0,0,0,9
2023-09-26,567,-574,0,0,0,0,0,0,0,0,7
2023-09-25,-124,100,0,0,0,0,0,0,0,0,22
2023-09-22,206,-257,0,0,0,0,0,0,0,0,21
2023-09-21,142,-198,0,0,0,0,0,0,0,0,53
2023-09-20,-896,-654,0,0,0,0,0,0,0,0,5
2023-09-19,639,-555,0,0,0,0,0,0,0,0,27
2023-09-18,540,-556,0,0,0,0,0,0,0,0,16
2023-09-15,-1153,1086,0,0,0,0,0,0,0,0,67
2023-09-14,-550,485,0,0,0,0,0,0,0,0,65
2023-09-13,-902,887,0,0,0,0,0,0,0,0,15
2023-09-12,-1036,414,0,0,0,0,0,0,0,0,30
2023-09-11,7991,798,-7624,0,0,0,0,0,0,-7624,-978
2023-09-08,-586,542,0,0,0,0,0,0,0,0,44
2023-09-07,3570,-312,-3278,0,0,0,0,0,0,-3278,20
2023-09-06,3170,440,-3235,0,0,0,0,0,0,-3235,25
2023-09-05,2916,-902,-1924,0,0,0,0,0,0,-1924,10
2023-09-04,2084,-206,-1784,0,0,0,0,0,0,-1784,-84
2023-09-01,737,197,-979,0,0,0,0,0,0,-979,45
2023-08-31,1889,73,-1995,0,0,0,0,0,0,-1995,33
2023-08-30,662,319,-1006,0,0,0,0,0,0,-1006,25
2023-08-29,-148,111,0,0,0,0,0,0,0,0,37
2023-08-28,-282,231,0,0,0,0,0,0,0,0,51
2023-08-25,1056,-57,-1034,0,0,0,0,0,0,-1034,35
2023-08-24,-727,-135,0,0,0,0,0,0,0,0,-48
2023-08-23,351,694,-1064,0,0,0,0,0,0,-1064,19
2023-08-22,89,-85,0,0,0,0,0,0,0,0,6
2023-08-21,-1221,161,1045,0,0,0,0,0,0,1045,15
2023-08-18,2362,-41,-2101,0,0,0,0,0,0,-2101,-230
2023-08-17,1078,-69,-1036,0,0,0,0,0,0,-1036,27
2023-08-16,14,-39,0,0,0,0,0,0,0,0,25
2023-08-14,25,-26,0,0,0,0,0,0,0,0,1
2023-08-11,1097,-139,-986,0,0,0,0,0,0,-986,28
2023-08-10,61,-66,0,0,0,0,0,0,0,0,5
2023-08-09,1219,-204,-1020,0,0,0,0,0,0,-1020,5
2023-08-08,1622,373,-2048,0,0,0,0,0,0,-2048,53
2023-08-07,1121,-99,-1092,0,0,0,0,0,0,-1092,70
2023-08-04,71,-84,0,0,0,0,0,0,0,0,13
2023-08-03,438,-441,0,0,0,0,0,0,0,0,3
2023-08-02,358,-357,0,0,0,0,0,0,0,0,1
