일자,개인,외국인,기관,금융투자,보험,투신,기타금융,은행,연기금등,사모펀드,기타법인
2024-03-13,3693,-19392,5621,6126,-263,0,0,0,0,-242,10000
2024-03-12,88090,-65401,-23194,-21052,-2142,0,0,0,0,0,500
2024-03-11,61076,-4285,-67874,-66663,-1211,0,0,0,0,0,11001
2024-03-08,-17013,-28581,45585,8800,-2300,0,0,0,0,39085,0
2024-03-07,22726,-33867,2592,3595,-1003,0,0,0,0,0,7594
2024-03-06,-155384,-42960,-57969,-57491,-478,0,0,0,0,0,252788
2024-03-05,-7049,35772,-26441,-20035,-5226,-500,0,0,0,-680,-4400
2024-03-04,15178,-47655,25446,28091,-2645,0,0,0,0,0,7000
2024-02-29,3450,-19247,3796,7646,-3850,0,0,0,0,0,14000
2024-02-28,-193398,109014,95092,46323,6573,42541,0,0,0,-345,-7699
2024-02-27,-118987,68492,82689,-7911,11541,72326,0,0,0,6733,-32195
2024-02-26,116242,-120456,-4110,27463,-404,-21432,0,0,0,-9737,6300
2024-02-23,-92378,-69605,193462,185834,-3770,0,0,0,0,11398,-31481
2024-02-22,-40583,-27424,13876,14298,-422,0,0,0,0,0,54128
2024-02-21,-104653,-27518,112588,6991,7781,61322,1535,9380,0,25579,21583
2024-02-20,-10622,-92622,52181,-4448,-1374,46251,0,0,23179,-11427,56053
2024-02-19,-518525,261862,259750,232472,-7703,28253,0,0,3620,3108,-1300
2024-02-16,276673,-707625,191090,46971,-1265,11648,0,0,117644,16092,239905
2024-02-15,-29446,-29068,56186,11693,-2633,0,0,0,0,47126,2323
2024-02-14,-87278,3987,7774,-14745,-378,-31401,0,0,54298,0,75516
2024-02-13,-84019,-712,23820,15860,-2208,-11153,0,0,21321,0,60924
2024-02-08,-82678,24246,70673,-11160,-2986,20678,0,0,7894,56247,-12250
2024-02-07,-147364,64127,51712,10680,-532,10000,0,0,31564,0,29251
2024-02-06,-49576,-4478,52427,15963,-563,0,0,0,7027,30000,1588
2024-02-05,-81022,-60306,132347,5256,-3324,0,0,0,40000,90415,9000
2024-02-02,-176324,70879,84920,2532,-36,82424,0,0,0,0,20006
2024-02-01,-355534,181623,188378,176394,-3711,3802,0,0,10000,1893,-14257
2024-01-31,-26326,27585,-1119,5575,-6694,0,0,0,0,0,0
2024-01-30,-12531,-54171,82349,11975,-8148,21199,0,0,57323,0,-15282
2024-01-29,-2,-13215,-11067,-4259,-609,-20632,0,0,14433,0,24374
2024-01-26,-148597,73803,86540,95624,-9084,0,0,0,0,0,-11669
2024-01-25,-4329,-107686,-19890,-10642,-9248,0,0,0,0,0,131905
2024-01-24,6627,-17767,-320,61,-381,0,0,0,0,0,11260
2024-01-23,48471,-12887,-47664,-1299,-738,-45627,0,0,0,0,12078
2024-01-22,13062,-12977,-57883,335,-3899,-42719,0,0,0,-11600,57824
2024-01-19,32707,-20296,-12551,-930,-1381,0,0,0,-10240,0,50
2024-01-18,58598,-35539,-30137,-17353,0,0,0,0,-1184,-11600,7050
2024-01-17,48865,-32703,-17261,-15692,-352,0,0,0,-1217,0,1079
2024-01-16,5421,-12445,-2965,-617,-935,-1413,0,0,0,0,10075
2024-01-15,3695,-5511,-1675,-742,-933,0,0,0,0,0,3491
2024-01-12,-20147,-13147,-2341,-1591,-750,0,0,0,0,0,35414
2024-01-11,-38993,-586,-10268,-21,-643,0,0,0,-9604,0,50000
2024-01-10,-1285,-7427,-16339,-9924,-4303,0,0,0,-2112,0,25000
2024-01-09,7515,-1964,-4751,-1345,-2961,0,0,0,-445,0,-700
2024-01-08,-14186,-11030,-329,1261,-1590,0,0,0,0,0,25731
2024-01-05,6433,-13579,-7761,-22,-5562,0,0,0,-2177,0,14904
2024-01-04,-5045,-6182,-291,-18,-273,0,0,0,0,0,11663
2024-01-03,-138044,106337,10456,-4660,233,0,0,0,14883,0,21536
2024-01-02,5518,-12484,6580,-9328,903,0,0,0,15005,0,599
2023-12-28,-586,-19391,14563,-31,-350,0,0,0,14944,0,5402
2023-12-27,24055,-33430,2820,-7945,-1955,0,0,0,12720,0,6555
2023-12-26,448293,-9464,17947,-7420,-1883,0,0,0,27250,0,-456776
2023-12-22,-8608,-1044,-34196,-4866,-2472,0,0,0,-26858,0,43338
2023-12-21,-16279,11230,-25417,-2171,-6492,0,0,0,-16754,0,30457
2023-12-20,-66212,25904,-549,-253,-187,0,0,0,0,-109,40807
2023-12-19,-58508,-2852,61371,-23982,-2235,0,0,0,87588,0,-31
2023-12-18,8940,-9738,-2711,-2158,-553,0,0,0,0,0,3509
2023-12-15,22587,2289,-14882,-12783,-1229,0,0,0,-870,0,-9994
2023-12-14,5387,-11149,-1952,-867,-1085,0,0,0,0,0,7714
2023-12-13,-7981,1802,179,-964,-854,0,0,0,1997,0,6000
2023-12-12,-31956,7836,-1880,-1984,620,0,0,0,-516,0,26000
2023-12-11,29113,3046,-39209,28,388,-41633,0,0,2008,0,7000
2023-12-08,51281,-2783,-49176,-3150,-225,-45801,0,0,0,0,2000
2023-12-07,3576,-165,1084,56,-996,0,0,0,2024,0,5
2023-12-06,43968,8507,-80466,-11338,-479,0,0,0,-68649,0,27991
2023-12-05,-3602,29,3573,4,315,0,0,0,3254,0,0
2023-12-04,13675,-10228,-2736,-1909,-827,0,0,0,0,0,-711
2023-12-01,682,-715,864,69,795,0,0,0,0,0,-831
2023-11-30,4051,-2558,-1993,51,-2044,0,0,0,0,0,500
2023-11-29,10590,-10810,213,63,150,0,0,0,0,0,-7
2023-11-28,-19581,-3632,26961,0,-486,0,0,0,27447,0,-3748
2023-11-27,-10001,-3928,18343,-1758,-554,0,0,0,20655,0,-4414
2023-11-24,-12905,5092,13695,-7902,578,0,0,0,21019,0,-5878
2023-11-23,-21321,6517,13375,45,-793,0,0,0,14123,0,-183
2023-11-22,-8320,-85,9400,-3884,-855,0,0,0,14139,0,-1000
2023-11-21,2835,465,-1302,-421,-881,0,0,0,0,0,-1999
2023-11-20,-4492,259,5448,-4059,-493,0,0,0,10000,0,-1216
2023-11-17,3400,-3129,-213,-91,-122,0,0,0,0,0,-59
2023-11-16,9118,663,-9057,-7130,-1927,0,0,0,0,0,-725
2023-11-15,-14316,9799,4542,-26,4568,0,0,0,0,0,0
2023-11-14,-6163,2984,5166,-41,-715,0,0,0,5922,0,-1987
2023-11-13,-27,8546,-7636,-6973,-663,0,0,0,0,0,-1001
2023-11-10,-10131,12521,-8800,11837,-641,0,0,0,-19996,0,6407
2023-11-09,10433,15439,-26414,-2,-612,0,0,0,-25800,0,542
2023-11-08,44179,-6131,-32026,-5065,-6,0,0,0,-26955,0,-6022
2023-11-07,3445,39413,-35908,71,-345,2813,0,0,-38447,0,-6950
2023-11-06,4454,37285,-36883,-586,3943,0,0,0,-32383,-7857,-4525
2023-11-03,-4010,-3618,4613,-6399,-588,0,0,0,0,11600,3015
2023-11-02,32219,-4053,-29216,-490,-870,0,0,0,-37776,9920,1050
2023-11-01,5282,-3757,-1525,-684,-1046,0,0,0,0,205,0
2023-10-31,5394,576,-4986,-4765,-538,0,0,0,0,317,-1000
2023-10-30,384,264,-790,-388,-402,0,0,0,0,0,0
2023-10-27,1684,-2114,429,341,88,0,0,0,0,0,0
2023-10-26,-44532,48006,-3551,-431,-1120,0,-2000,0,0,0,50
2023-10-25,28822,-4131,-24592,-73,-24519,0,0,0,0,0,0
2023-10-24,12079,-12219,139,33,106,0,0,0,0,0,0
2023-10-23,29366,-23248,-7285,-7020,-265,0,0,0,0,0,1101
2023-10-20,-16312,23271,-1335,-621,-714,0,0,0,0,0,-5655
2023-10-19,89086,-101205,-10,596,-606,0,0,0,0,0,12128
2023-10-18,6888,637,-9795,-9288,-507,0,0,0,0,0,2000
2023-10-17,70,-1339,-963,-144,-819,0,0,0,0,0,2231
2023-10-16,22997,-8391,-21219,-849,-430,4869,0,0,-24809,0,6550
2023-10-13,33673,-872,705,148,-573,0,0,0,1130,0,-33516
2023-10-12,7249,2712,-8134,-8985,-69,0,0,0,920,0,-1884
2023-10-11,11808,-2206,-9781,-11906,2125,0,0,0,0,0,-23
2023-10-10,5148,-5591,439,-52,-458,0,0,0,949,0,0
2023-10-06,7706,-7207,-501,31,-1480,0,0,0,948,0,0
2023-10-05,17291,-19991,1627,37,641,0,0,0,949,0,50
2023-10-04,10490,-13704,661,126,535,0,0,0,0,0,2352
2023-09-27,30295,29360,8996,97,1245,8552,0,0,0,-898,-68679
2023-09-26,45211,-663,-16753,49,-1357,0,0,0,0,-15445,-28831
2023-09-25,9412,-382,-10080,681,-302,0,0,0,0,-10459,1050
2023-09-22,36941,-16442,-21064,43,0,0,0,0,0,-21107,65
2023-09-21,-7830,1368,3462,54,0,15762,0,0,0,-12354,3000
2023-09-20,9282,1645,-11927,-259,-1371,0,0,0,0,-10297,1000
2023-09-19,12719,-9156,-7980,718,-140,0,0,0,0,-8558,4416
2023-09-18,24685,-17269,-9954,1648,-1010,0,0,0,0,-10592,2537
2023-09-15,-86038,146246,-43108,207,-1906,-1812,0,0,0,-39597,-17269
2023-09-14,-24421,34545,-12124,38,276,-201,0,0,0,-12237,2000
2023-09-13,8875,4527,-20203,36,-1028,-223,-5390,0,0,-13598,6801
2023-09-12,12110,-7870,-7915,8490,-1047,-248,0,0,0,-15110,3574
2023-09-11,449,8880,-10356,663,-1341,9800,0,0,0,-19478,1000
2023-09-08,-936,-2332,-16732,-1517,-1076,9686,0,0,0,-23825,20000
2023-09-07,31057,-20957,-10641,1156,-476,-59,0,0,0,-11262,30
2023-09-06,-11760,3874,-7206,1682,-1088,0,0,0,837,-8637,15461
2023-09-05,-21900,-14284,-3056,995,-888,5022,0,0,0,-8185,38978
2023-09-04,19177,-3181,-17195,32,-291,0,0,0,0,-16936,20
2023-09-01,-8798,-1047,8743,-4195,0,16516,0,0,0,-3578,0
2023-08-31,8974,2989,-5263,1093,-911,0,0,0,0,-5445,-6706
2023-08-30,52507,-13929,-41549,-2912,-614,0,0,0,0,-38023,2900
2023-08-29,48197,1107,-49305,278,-251,0,0,0,0,-49332,0
2023-08-28,34126,-276,-33872,-26,-741,0,0,0,0,-33105,20
2023-08-25,2373,4138,-6488,-42,-1270,0,0,0,-293,-4883,-23
2023-08-24,5753,8077,-13850,-7973,-1374,0,0,0,-3707,-796,20
2023-08-23,-13992,14001,-17,-17,0,0,0,0,0,0,0
2023-08-22,-4852,9087,-4236,2,-1838,0,0,0,-2400,0,0
2023-08-21,-13155,16391,-3335,36,-6214,0,0,0,0,2843,0
2023-08-18,-20701,4016,15670,-319,4389,0,0,0,0,11600,1013
2023-08-17,-53021,33364,8971,-851,-6254,0,0,0,-495,16571,10365
2023-08-16,-47389,3909,24302,516,577,0,0,0,23209,0,19477
2023-08-14,-8850,-11811,-2695,-104,-477,0,0,0,-2114,0,23255
2023-08-11,10441,-7542,-3454,906,-751,0,0,0,-3609,0,550
2023-08-10,-8329,16774,-8603,-11,-612,0,0,0,-7980,0,55
2023-08-09,-18668,1589,17344,-428,-5822,0,0,0,23594,0,34
2023-08-08,-3031,3009,-454,363,-817,0,0,0,0,0,-25
2023-08-07,-22797,23965,-1068,-17,-1051,0,0,0,0,0,100
2023-08-04,-16888,18230,-1441,-19,-1422,0,0,0,0,0,99
2023-08-03,-832,133,-1280,-156,-1124,0,0,0,0,0,1975
2023-08-02,5535,-1148,-2317,-28,-2289,0,0,0,0,0,-980
