일자,개인,외국인,기관,금융투자,보험,투신,기타금융,은행,연기금등,사모펀드,기타법인
2024-03-13,4997,-6515,-3431,-367,0,-1427,0,0,749,-2386,5349
2024-03-12,-2845,-3457,-6620,-608,0,-2272,0,0,0,-3740,12922
2024-03-11,2717,360,-4404,-72,0,-3832,0,0,0,-500,1327
2024-03-08,5971,949,-7560,-673,0,-2648,0,0,0,-4239,635
2024-03-07,-17618,14223,-16,-16,0,0,0,0,0,0,3461
2024-03-06,-1076,1785,-2647,3834,-139,-2429,0,0,0,-3913,1938
2024-03-05,-8967,-4766,8313,-120,0,0,0,0,0,8433,5400
2024-03-04,-3158,1208,1799,146,0,-8719,0,0,0,10372,151
2024-02-29,-3597,-8520,11670,94,0,-1231,31,0,-414,13190,447
2024-02-28,-35219,42294,-2656,1847,0,-3570,0,0,-933,0,-4469
2024-02-27,11359,-3830,450,450,0,0,0,0,0,0,2021
2024-02-26,-10338,3544,8246,-1091,0,5944,0,0,0,3393,7738
2024-02-23,-26839,4125,21385,3033,0,0,0,0,0,18352,1329
2024-02-22,-5838,1395,632,654,0,-22,0,0,0,0,3806
2024-02-21,2369,-2664,237,237,0,0,0,0,0,0,58
2024-02-20,-11993,1011,9096,4026,0,-9787,0,0,0,14857,1886
2024-02-19,-61970,60111,15547,36126,-59,-7304,0,0,-781,-12435,-13738
2024-02-16,-3144,10062,-12244,-181,0,-12063,0,0,0,0,5306
2024-02-15,-1835,-6189,-14475,-561,-70,-12334,0,0,-1510,0,22499
2024-02-14,14539,-1765,-18012,-456,0,-17556,0,0,0,0,9298
2024-02-13,-5385,-2192,6811,-6095,1908,3892,0,0,5971,1135,666
2024-02-08,18036,-17689,1551,251,0,0,0,0,0,1300,-1904
2024-02-07,-4353,68161,29244,2385,2266,7509,0,0,4796,12288,-92052
2024-02-06,-7712,-414,7363,-625,-12,8000,0,0,0,0,900
2024-02-05,-27870,19286,5422,4560,0,0,0,0,0,862,3206
2024-02-02,-9983,-8290,21791,205,0,19159,0,0,-1970,4397,-3514
2024-02-01,-82780,47198,64125,25718,0,16207,0,0,0,22200,-28151
2024-01-31,13050,-3042,112,88,0,24,0,0,0,0,-10160
2024-01-30,-7932,23179,30251,4676,0,1072,0,0,0,24503,-69795
2024-01-29,16718,9197,143,143,0,0,0,0,0,0,-26068
2024-01-26,19714,-2204,8,8,0,0,0,0,0,0,-17523
2024-01-25,33308,-4765,-2965,10,0,0,0,0,-2975,0,-25578
2024-01-24,9887,-55,-11377,-2377,0,0,0,0,-9000,0,1545
2024-01-23,26205,-12874,-20542,-1494,0,0,0,0,-19048,0,7211
2024-01-22,17861,1539,-17156,535,0,0,0,0,-17691,0,-2243
2024-01-19,8873,2163,-11264,38,0,0,0,0,-11302,0,228
2024-01-18,16098,-3786,-12313,-348,0,-12,0,0,-9453,-2500,1
2024-01-17,14471,-10125,-5188,343,0,0,0,0,-5531,0,1021
2024-01-16,-352,370,-33,-33,0,0,0,0,0,0,15
2024-01-15,-61,10,-249,-249,0,0,0,0,0,0,300
2024-01-12,372,-249,-270,-270,0,0,0,0,0,0,110
2024-01-11,-236,21,128,128,0,0,0,0,0,0,50
2024-01-10,-2360,2295,-134,-134,0,0,0,0,0,0,200
2024-01-09,-1250,1297,-465,-431,-34,0,0,0,0,0,412
2024-01-08,-2863,2324,499,499,0,0,0,0,0,0,40
2024-01-05,8485,-8378,-150,-150,0,0,0,0,0,0,1
2024-01-04,5430,-7385,142,142,0,0,0,0,0,0,1803
2024-01-03,9657,-1669,-104,-104,0,0,0,0,0,0,-8010
2024-01-02,-1320,8470,-18,-18,0,0,0,0,0,0,-7147
2023-12-28,233,752,-20,-20,0,0,0,0,0,0,-969
2023-12-27,11473,2261,8988,-5,0,8993,0,0,0,0,-22801
2023-12-26,-128419,-1510,-11484,-58,0,-11426,0,0,0,0,141413
2023-12-22,-9778,-2465,-67,-51,0,-16,0,0,0,0,12310
2023-12-21,-64887,4385,-43,-43,0,0,0,0,0,0,60497
2023-12-20,-53151,11036,-2,-2,0,0,0,0,0,0,42117
2023-12-19,-28495,786,9,9,0,0,0,0,0,0,27690
2023-12-18,-15984,6966,10,10,0,0,0,0,0,0,9047
2023-12-15,-3981,6960,-5055,19,0,-5074,0,0,0,0,2076
2023-12-14,13698,-3991,-10157,11,0,-10168,0,0,0,0,450
2023-12-13,2542,-1573,-969,-659,-368,0,0,0,58,0,0
2023-12-12,89,-76,-63,-63,0,0,0,0,0,0,50
2023-12-11,853,-835,-18,-76,0,0,0,0,58,0,0
2023-12-08,-625,1043,-418,86,-504,0,0,0,0,0,0
2023-12-07,-1200,1070,120,61,0,0,0,0,59,0,10
2023-12-06,109,-106,-3,-3,0,0,0,0,0,0,0
2023-12-05,-4128,4604,-476,-10,-523,0,0,0,57,0,0
2023-12-04,-845,1042,-128,-125,-3,0,0,0,0,0,-69
