일자,개인,외국인,기관,금융투자,보험,투신,기타금융,은행,연기금등,사모펀드,기타법인
2024-03-13,876,-92,-2209,-409,-648,-1152,0,0,0,0,1425
2024-03-12,147,-188,41,-171,0,212,0,0,0,0,0
2024-03-11,-333,1151,-818,-316,-2,-500,0,0,0,0,0
2024-03-08,2906,-1917,-989,-838,0,-151,0,0,0,0,0
2024-03-07,573,9,-582,-579,-1,-2,0,0,0,0,0
2024-03-06,-81,1068,-987,-922,-65,0,0,0,0,0,0
2024-03-05,-1639,1673,-2034,-1892,-135,-12,0,0,0,5,2000
2024-03-04,609,28,-637,-209,-405,-33,0,0,0,10,0
2024-02-29,409,425,-834,-564,-270,0,0,0,0,0,0
2024-02-28,641,-911,-750,-717,0,-33,0,0,0,0,1027
2024-02-27,1231,-823,-408,-138,-270,0,0,0,0,0,0
2024-02-26,529,118,-647,-365,0,-16,0,0,0,-266,0
2024-02-23,168,229,-397,-493,96,0,0,0,0,0,0
2024-02-22,332,229,-541,-509,-32,0,0,0,0,0,0
2024-02-21,782,-379,-353,-350,-3,0,0,0,0,0,0
2024-02-20,777,-552,-225,-435,0,210,0,0,0,0,0
2024-02-19,370,167,-537,-326,-29,-182,0,0,0,0,0
2024-02-16,749,-434,-315,-315,0,0,0,0,0,0,0
2024-02-15,-3596,2708,848,-135,-33,253,0,0,0,763,40
2024-02-14,1182,893,-2065,-2439,0,63,0,0,0,311,0
2024-02-13,817,-491,-726,-692,0,-34,0,0,0,0,0
2024-02-08,-667,214,463,468,0,-5,0,0,0,0,0
2024-02-07,-4068,2460,1108,1108,0,0,0,0,0,0,500
2024-02-06,-7926,5148,2778,618,0,1163,0,0,293,704,0
2024-02-05,1078,170,-1248,-613,-635,0,0,0,0,0,0
2024-02-02,-1166,3223,-2047,77,0,-10,0,0,0,-2114,0
2024-02-01,1306,325,-1491,-1447,0,-44,0,0,0,0,0
2024-01-31,20409,-10136,-10193,-6190,-5498,1495,0,0,0,0,0
2024-01-30,-2093,598,1428,-246,-455,1623,0,0,506,0,57
2024-01-29,273,1000,-1273,-685,-582,-6,0,0,0,0,0
2024-01-26,1196,-845,-351,-342,0,-9,0,0,0,0,0
2024-01-25,860,-254,-606,-640,-40,74,0,0,0,0,0
2024-01-24,-53,-507,560,133,-20,0,0,0,0,447,0
2024-01-23,2325,-1836,-489,-1423,0,0,0,0,0,934,0
2024-01-22,336,207,-543,-541,-2,0,0,0,0,0,0
2024-01-19,-142,49,93,-233,0,0,-1,0,327,0,0
2024-01-18,1233,2296,-3529,-3954,0,0,0,0,0,425,0
2024-01-17,334,-342,8,8,0,0,0,0,0,0,0
2024-01-16,20,-55,35,52,0,-18,1,0,0,0,0
2024-01-15,1347,-945,-402,-132,-270,0,0,0,0,0,0
2024-01-12,386,-165,-221,30,0,0,0,0,-251,0,0
2024-01-11,96,-26,-40,-40,0,0,0,0,0,0,0
2024-01-10,-2061,224,1837,-90,2463,-536,0,0,0,0,0
2024-01-09,-607,1055,-448,-416,0,0,0,0,-32,0,0
2024-01-08,1445,-437,-1018,-12,48,-810,0,0,-244,0,0
2024-01-05,897,-567,-330,-82,0,0,0,0,-248,0,0
2024-01-04,4753,-1940,-2823,-1422,0,-1401,0,0,0,0,0
2024-01-03,-1237,-1261,2498,-72,0,2695,0,0,0,-125,0
2024-01-02,-2088,2921,-833,-293,0,-540,0,0,0,0,0
2023-12-28,-427,1280,-853,-850,-3,0,0,0,0,0,0
2023-12-27,2926,-1148,-1808,-1016,-231,1439,0,0,0,-2000,0
2023-12-26,1013,-585,-438,-350,0,1912,0,0,0,-2000,0
2023-12-22,372,646,-1018,-408,0,1390,0,0,0,-2000,0
2023-12-21,7406,4059,-11465,-6298,-2025,-142,0,0,0,-3000,0
2023-12-20,683,1657,-2340,-2340,0,0,0,0,0,0,0
2023-12-19,2468,-429,-2039,593,0,-532,0,0,0,-2100,0
2023-12-18,3224,-527,-2697,-1457,0,0,0,0,0,-1240,0
2023-12-15,2393,-1537,-866,180,0,-675,0,0,1000,-1371,0
2023-12-14,132,8126,-7664,-4200,-2039,-4863,0,0,1927,1511,0
2023-12-13,6133,3198,-9341,-4565,-182,-636,0,0,-2959,-999,0
2023-12-12,13919,-6852,-7087,-6527,0,-135,0,0,-735,310,0
2023-12-11,5349,-1443,-3906,-2116,0,11,0,0,-1,-1800,0
2023-12-08,2388,-575,-1813,-394,-249,0,0,0,0,-1170,0
2023-12-07,16630,-2283,-14347,-14382,-135,923,0,0,-483,-270,0
2023-12-06,4151,-385,-3763,-1905,-540,977,0,0,-135,-2160,-3
2023-12-05,3778,488,-4266,-933,-393,-405,0,0,-135,-2400,0
2023-12-04,7419,68,-7487,-4557,-270,-675,0,0,-135,-1850,0
2023-12-01,19106,1071,-20176,-18016,-540,-1485,0,0,-135,0,0
2023-11-30,20847,-3303,-17544,-16194,-540,-810,0,0,0,0,0
2023-11-29,5665,-759,-4906,-4636,0,-270,0,0,0,0,0
2023-11-28,16301,-10,-16291,-14811,0,-1485,0,0,0,5,0
2023-11-27,2390,352,-2742,-327,-540,-1620,0,0,-135,-120,0
2023-11-24,2905,-285,-2620,-2215,0,-405,0,0,0,0,0
2023-11-23,1645,-223,-1422,-404,0,-405,0,0,-613,0,0
2023-11-22,1667,-714,-953,99,0,-135,0,0,-917,0,0
2023-11-21,4288,-513,-3775,-1796,0,-1058,0,0,-921,0,0
2023-11-20,3022,7,-3029,-1567,0,-807,0,0,-505,-150,0
2023-11-17,817,-273,-544,-139,0,-405,0,0,0,0,0
2023-11-16,488,-140,-358,-88,0,-270,0,0,0,0,0
2023-11-15,-135,270,-135,22,0,-157,0,0,0,0,0
2023-11-14,559,106,-665,-638,0,-27,0,0,0,0,0
2023-11-13,1007,-511,-496,-495,0,0,-1,0,0,0,0
2023-11-10,1285,-505,-780,-780,0,0,0,0,0,0,0
2023-11-09,953,-1073,90,90,0,0,0,0,0,0,0
2023-11-08,1109,-414,-347,-347,0,0,0,0,0,0,0
2023-11-07,968,-786,18,-799,0,1328,1,0,-512,0,0
