일자,개인,외국인,기관,금융투자,보험,투신,기타금융,은행,연기금등,사모펀드,기타법인
2024-03-13,0,0,0,0,0,0,0,0,0,0,0
2024-03-12,0,0,0,0,0,0,0,0,0,0,0
2024-03-11,304,0,-304,-304,0,0,0,0,0,0,0
2024-03-08,0,0,0,0,0,0,0,0,0,0,0
2024-03-07,-289,5,0,0,0,0,0,0,0,0,284
2024-03-06,-5,5,0,0,0,0,0,0,0,0,0
2024-03-05,0,0,0,0,0,0,0,0,0,0,0
2024-03-04,0,0,0,0,0,0,0,0,0,0,0
2024-02-29,0,0,0,0,0,0,0,0,0,0,0
2024-02-28,10,0,0,0,0,0,0,0,0,0,0
2024-02-27,0,0,0,0,0,0,0,0,0,0,0
2024-02-26,-10,0,0,0,0,0,0,0,0,0,10
2024-02-23,-80,0,0,0,0,0,0,0,0,0,80
2024-02-22,0,0,0,0,0,0,0,0,0,0,0
2024-02-21,-90,0,0,0,0,0,0,0,0,0,90
2024-02-20,257,0,-16,0,-16,0,0,0,0,0,-243
2024-02-19,18,0,-18,0,0,0,-18,0,0,0,0
2024-02-16,0,0,0,0,0,0,0,0,0,0,0
2024-02-15,15,0,-1,0,0,0,0,0,0,-1,-14
2024-02-14,8,0,0,0,0,0,0,0,0,0,-8
2024-02-13,12,0,0,0,0,0,0,0,0,0,-12
2024-02-08,-4,0,0,0,0,0,0,0,0,0,4
2024-02-07,-3,0,0,0,0,0,0,0,0,0,3
2024-02-06,-7,0,-9,0,-9,0,0,0,0,0,16
2024-02-05,-1,0,0,0,0,0,0,0,0,0,1
2024-02-02,-15,13,0,0,0,0,0,0,0,0,2
2024-02-01,-1,0,0,0,0,0,0,0,0,0,1
2024-01-31,-4,-11,0,0,0,0,0,0,0,0,15
2024-01-30,-1,0,0,0,0,0,0,0,0,0,1
2024-01-29,1011,0,-1012,-1012,0,0,0,0,0,0,1
2024-01-26,0,0,0,0,0,0,0,0,0,0,0
2024-01-25,-15,0,0,0,0,0,0,0,0,0,15
2024-01-24,-15,0,0,0,0,0,0,0,0,0,15
2024-01-23,0,0,0,0,0,0,0,0,0,0,0
2024-01-22,0,0,0,0,0,0,0,0,0,0,0
2024-01-19,196,-187,0,0,0,0,0,0,0,0,0
2024-01-18,-108,0,0,0,0,0,0,0,0,0,0
2024-01-17,-3,0,-7,-7,0,0,0,0,0,0,10
2024-01-16,-10,0,0,0,0,0,0,0,0,0,10
2024-01-15,-20,0,0,0,0,0,0,0,0,0,10
2024-01-12,0,0,0,0,0,0,0,0,0,0,0
2024-01-11,0,0,0,0,0,0,0,0,0,0,0
2024-01-10,0,0,0,0,0,0,0,0,0,0,0
2024-01-09,0,0,0,0,0,0,0,0,0,0,0
