일자,개인,외국인,기관,금융투자,보험,투신,기타금융,은행,연기금등,사모펀드,기타법인
2024-03-13,413,-429,16,16,0,0,0,0,0,0,0
2024-03-12,401,-393,-9,-9,0,0,0,0,0,0,0
2024-03-11,190,-203,11,11,0,0,0,0,0,0,2
2024-03-08,73,-69,-5,-5,0,0,0,0,0,0,1
2024-03-07,32,-324,-8,-8,0,0,0,0,0,0,300
2024-03-06,-1407,1414,-57,-57,0,0,0,0,0,0,50
2024-03-05,-224,7,67,67,0,0,0,0,0,0,150
2024-03-04,317,-295,-18,-18,0,0,0,0,0,0,-4
2024-02-29,-171,235,-125,-125,0,0,0,0,0,0,61
2024-02-28,801,-683,-149,-149,0,0,0,0,0,0,31
2024-02-27,691,-810,124,124,0,0,0,0,0,0,0
2024-02-26,528,-872,177,177,0,0,0,0,0,0,31
2024-02-23,66,-32,-34,-34,0,0,0,0,0,0,0
2024-02-22,189,-189,0,0,0,0,0,0,0,0,0
2024-02-21,169,-126,-73,-73,0,0,0,0,0,0,0
2024-02-20,183,-131,-82,-82,0,0,0,0,0,0,30
2024-02-19,-896,757,138,138,0,0,0,0,0,0,1
2024-02-16,2827,1068,-3169,16,0,0,0,0,-3185,0,-726
2024-02-15,-1449,-443,1666,-69,0,1735,0,0,0,0,226
2024-02-14,-112,-161,103,103,0,0,0,0,0,0,170
2024-02-13,-1317,1269,10,10,0,0,0,0,0,0,31
2024-02-08,-2620,763,-7,-7,0,0,0,0,0,0,1729
2024-02-07,-533,-223,-1,-1,0,0,0,0,0,0,757
2024-02-06,-443,-31,-27,-27,0,0,0,0,0,0,501
2024-02-05,-1204,644,9,9,0,0,0,0,0,0,551
2024-02-02,-113,80,3,3,0,0,0,0,0,0,30
2024-02-01,-226,157,-44,-44,0,0,0,0,0,0,113
2024-01-31,-422,191,66,66,0,0,0,0,0,0,165
2024-01-30,-972,966,6,6,0,0,0,0,0,0,0
2024-01-29,-622,622,-1,-1,0,0,0,0,0,0,1
2024-01-26,-716,717,-16,-16,0,0,0,0,0,0,15
2024-01-25,-1113,937,-29,-29,0,0,0,0,0,0,205
2024-01-24,260,-277,17,17,0,0,0,0,0,0,0
2024-01-23,230,183,-414,-414,0,0,0,0,0,0,1
2024-01-22,-247,-14,255,255,0,0,0,0,0,0,6
2024-01-19,-528,466,27,27,0,0,0,0,0,0,1
2024-01-18,-1323,1157,-38,57,0,0,0,0,-95,0,204
2024-01-17,584,-465,-124,-124,0,0,0,0,0,0,5
2024-01-16,394,-469,-25,-25,0,0,0,0,0,0,0
2024-01-15,-976,-468,1444,-150,0,1594,0,0,0,0,0
2024-01-12,-215,-69,412,412,0,0,0,0,0,0,-278
2024-01-11,-607,-889,1496,-76,0,1572,0,0,0,0,0
2024-01-10,1045,-1168,73,73,0,0,0,0,0,0,0
2024-01-09,-1838,512,1526,-30,0,1556,0,0,0,0,-200
2024-01-08,750,-666,-5,-5,0,0,0,0,0,0,1
2024-01-05,205,-119,-86,-86,0,0,0,0,0,0,0
2024-01-04,65,-179,112,112,0,0,0,0,0,0,2
2024-01-03,761,-1238,782,8,0,774,0,0,0,0,-305
2024-01-02,600,-180,17,17,0,0,0,0,0,0,-436
2023-12-28,-109,-236,1,1,0,0,0,0,0,0,344
2023-12-27,-926,-437,1331,1,0,1330,0,0,0,0,-3
2023-12-26,-198,112,0,0,0,0,0,0,0,0,86
2023-12-22,203,-203,0,0,0,0,0,0,0,0,0
2023-12-21,-254,23,0,0,0,0,0,0,0,0,201
2023-12-20,-776,475,0,0,0,0,0,0,0,0,301
2023-12-19,-998,998,0,0,0,0,0,0,0,0,0
2023-12-18,635,-570,0,1,0,0,-1,0,0,0,-90
2023-12-15,-1561,1621,0,0,0,0,0,0,0,0,-60
2023-12-14,-1187,1342,0,0,0,0,0,0,0,0,-155
2023-12-13,350,-521,181,0,0,0,0,0,181,0,-10
2023-12-12,-245,255,0,0,0,0,0,0,0,0,-10
2023-12-11,-211,28,182,0,0,0,0,0,182,0,0
2023-12-08,-1735,1501,1,0,0,0,1,0,0,0,192
2023-12-07,84,-217,184,0,0,0,0,0,184,0,-110
2023-12-06,-460,466,0,0,0,0,0,0,0,0,-6
2023-12-05,-302,738,180,1,0,0,0,0,179,0,-616
2023-12-04,-13,7,0,0,0,0,0,0,0,0,6
2023-12-01,-654,652,0,0,0,0,0,0,0,0,2
2023-11-30,-119,70,0,0,0,0,0,0,0,0,1
2023-11-29,187,-193,0,0,0,0,0,0,0,0,6
2023-11-28,-418,358,0,0,0,0,0,0,0,0,-5
2023-11-27,-275,220,0,0,0,0,0,0,0,0,5
2023-11-24,-123,120,0,0,0,0,0,0,0,0,3
2023-11-23,-225,222,0,0,0,0,0,0,0,0,3
2023-11-22,-226,454,0,0,0,0,0,0,0,0,-228
2023-11-21,-269,269,0,0,0,0,0,0,0,0,0
2023-11-20,-961,960,0,0,0,0,0,0,0,0,1
2023-11-17,-361,319,0,0,0,0,0,0,0,0,52
2023-11-16,-51,9,0,0,0,0,0,0,0,0,42
2023-11-15,22,-23,0,0,0,0,0,0,0,0,1
2023-11-14,-480,479,0,0,0,0,0,0,0,0,1
2023-11-13,-227,197,0,0,0,0,0,0,0,0,30
2023-11-10,463,-503,0,0,0,0,0,0,0,0,40
2023-11-09,142,-222,0,0,0,0,0,0,0,0,80
2023-11-08,79,-293,0,0,0,0,0,0,0,0,214
2023-11-07,-21,21,0,0,0,0,0,0,0,0,0
2023-11-06,-398,276,0,0,0,0,0,0,0,0,0
2023-11-03,-123,123,0,0,0,0,0,0,0,0,0
2023-11-02,-263,263,0,0,0,0,0,0,0,0,0
2023-11-01,299,-299,0,0,0,0,0,0,0,0,0
2023-10-31,807,-807,0,0,0,0,0,0,0,0,0
2023-10-30,-118,117,1,1,0,0,0,0,0,0,0
2023-10-27,57,-56,-1,-1,0,0,0,0,0,0,0
2023-10-26,2742,-2745,2,2,0,0,0,0,0,0,1
2023-10-25,-42,21,1,1,0,0,0,0,0,0,20
2023-10-24,-1330,1217,1,1,0,0,0,0,0,0,92
2023-10-23,-414,273,2,2,0,0,0,0,0,0,89
2023-10-20,-73,3,0,0,0,0,0,0,0,0,20
2023-10-19,611,-661,0,0,0,0,0,0,0,0,0
2023-10-18,-418,271,0,0,0,0,0,0,0,0,147
2023-10-17,364,-364,0,0,0,0,0,0,0,0,0
2023-10-16,37,-333,91,1,0,0,-1,0,91,0,154
2023-10-13,927,-1019,91,0,0,0,0,0,91,0,1
2023-10-12,-816,697,119,0,0,0,0,0,119,0,0
2023-10-11,-488,488,0,0,0,0,0,0,0,0,0
2023-10-10,597,-723,124,0,0,0,0,0,124,0,2
2023-10-06,-1331,1113,123,0,0,0,0,0,123,0,95
2023-10-05,129,-302,123,0,0,0,0,0,123,0,0
2023-10-04,2048,-2279,0,0,0,0,0,0,0,0,201
2023-09-27,-2431,2279,0,0,0,0,0,0,0,0,2
2023-09-26,1885,-1824,0,0,0,0,0,0,0,0,2
2023-09-25,-1906,1581,0,0,0,0,0,0,0,0,102
2023-09-22,-768,431,0,0,0,0,0,0,0,0,196
2023-09-21,7606,-5779,1,1,0,0,0,0,0,0,-1862
2023-09-20,257,-259,0,0,0,0,0,0,0,0,2
2023-09-19,113,-113,0,0,0,0,0,0,0,0,0
2023-09-18,-509,493,0,0,0,0,0,0,0,0,16
2023-09-15,86,-86,0,0,0,0,0,0,0,0,0
2023-09-14,-689,689,0,0,0,0,0,0,0,0,0
2023-09-13,591,-142,-480,2,0,0,0,0,0,-482,31
2023-09-12,203,-44,-209,0,0,0,0,0,0,-209,50
2023-09-11,-213,581,-368,1,0,0,0,0,0,-369,0
2023-09-08,729,14,-743,1,0,0,0,0,0,-744,0
2023-09-07,1919,-1269,-650,-149,0,0,0,0,0,-501,0
2023-09-06,842,-608,-355,2,0,0,0,0,172,-529,121
2023-09-05,1214,-349,-915,0,0,0,0,0,0,-915,50
2023-09-04,392,-86,-307,0,0,0,0,0,0,-307,1
2023-09-01,888,-566,-322,0,0,0,0,0,0,-322,-9
2023-08-31,-605,555,0,0,0,0,0,0,0,0,50
2023-08-30,-936,846,0,0,0,0,0,0,0,0,0
2023-08-29,-1053,1119,0,0,0,0,0,0,0,0,0
2023-08-28,-23,22,1,1,0,0,0,0,0,0,0
2023-08-25,585,-586,1,1,0,0,0,0,0,0,0
2023-08-24,-882,934,0,0,0,0,0,0,0,0,1
2023-08-23,525,-373,0,0,0,0,0,0,0,0,51
2023-08-22,-264,610,-346,0,0,0,0,0,0,-346,0
2023-08-21,-494,494,0,0,0,0,0,0,0,0,0
2023-08-18,40,-231,2,2,0,0,0,0,0,0,180
2023-08-17,215,-257,0,0,0,0,0,0,0,0,42
2023-08-16,333,-466,0,0,0,0,0,0,0,0,143
2023-08-14,1402,-1404,0,0,0,0,0,0,0,0,2
2023-08-11,-135,173,0,0,0,0,0,0,0,0,-39
2023-08-10,-2265,2575,0,0,0,0,0,0,0,0,-311
2023-08-09,107,-100,0,0,0,0,0,0,0,0,-7
2023-08-08,-171,40,0,0,0,0,0,0,0,0,131
2023-08-07,-988,-792,0,0,0,0,0,0,0,0,129
2023-08-04,1515,-1636,1,0,0,0,1,0,0,0,120
2023-08-03,-2402,2322,0,0,0,0,0,0,0,0,80
2023-08-02,-5178,4640,577,0,0,0,0,0,0,577,-39
2023-08-01,-1232,1183,-1,-1,0,0,0,0,0,0,54
2023-07-31,-1256,1296,-1,-1,0,0,0,0,0,0,-39
2023-07-28,-3164,3163,1,1,0,0,0,0,0,0,0
2023-07-27,-4896,4801,0,0,0,0,0,0,0,0,110
2023-07-26,-1207,-855,1,1,0,0,0,0,0,0,1916
2023-07-25,-362,342,0,0,0,0,0,0,0,0,0
2023-07-24,108,370,-367,0,0,0,0,0,0,-367,0
2023-07-21,23526,-16013,-7063,1,0,-6115,0,0,0,-949,-616
2023-07-20,-596,452,0,0,0,0,0,0,0,0,139
2023-07-19,-122,112,0,0,0,0,0,0,0,0,10
2023-07-18,312,-312,0,0,0,0,0,0,0,0,0
2023-07-17,4,-3,-1,-1,0,0,0,0,0,0,0
2023-07-14,160,-160,0,0,0,0,0,0,0,0,0
2023-07-13,-433,66,367,0,0,0,0,0,0,367,0
2023-07-12,52,-55,1,1,0,0,0,0,0,0,0
2023-07-11,188,-207,0,0,0,0,0,0,0,0,0
2023-07-10,1334,-904,-430,0,0,-430,0,0,0,0,2
2023-07-07,2509,-1315,-1254,1,0,-1100,0,0,0,-155,52
2023-07-06,3506,-2576,-998,2,0,-1000,0,0,0,0,62
2023-07-05,1891,-1943,1,1,0,0,0,0,0,0,50
2023-07-04,833,-897,1,1,0,0,0,0,0,0,1
2023-07-03,65,-68,3,3,0,0,0,0,0,0,0
2023-06-30,1704,-750,-970,0,0,-970,0,0,0,0,0
2023-06-29,-62,8,0,0,0,0,0,0,0,0,0
2023-06-28,-131,-72,0,0,0,0,0,0,0,0,1
2023-06-27,266,-267,0,0,0,0,0,0,0,0,1
2023-06-26,-199,-135,334,0,0,0,0,0,0,334,0
2023-06-23,173,-274,0,0,0,0,0,0,0,0,100
2023-06-22,-436,236,0,0,0,0,0,0,0,0,200
2023-06-21,192,-195,0,0,0,0,0,0,0,0,0
2023-06-20,-71,71,0,0,0,0,0,0,0,0,0
2023-06-19,-250,250,0,0,0,0,0,0,0,0,0
2023-06-16,-254,254,0,0,0,0,0,0,0,0,0
2023-06-15,220,-221,0,0,0,0,0,0,0,0,1
2023-06-14,519,-519,0,0,0,0,0,0,0,0,0
2023-06-13,328,-328,0,0,0,0,0,0,0,0,0
2023-06-12,175,-316,141,1,0,0,0,0,140,0,0
2023-06-09,-192,192,0,0,0,0,0,0,0,0,0
2023-06-08,-278,278,0,0,0,0,0,0,0,0,0
2023-06-07,-123,123,0,0,0,0,0,0,0,0,0
2023-06-05,-516,516,0,0,0,0,0,0,0,0,0
2023-06-02,-64,64,0,0,0,0,0,0,0,0,0
2023-06-01,81,-82,0,0,0,0,0,0,0,0,1
2023-05-31,-333,330,0,0,0,0,0,0,0,0,3
2023-05-30,-16,16,0,0,0,0,0,0,0,0,0
2023-05-26,350,-349,-1,0,0,0,-1,0,0,0,0
2023-05-25,255,-255,0,0,0,0,0,0,0,0,0
2023-05-24,-108,108,0,0,0,0,0,0,0,0,0
2023-05-23,-57,57,0,0,0,0,0,0,0,0,0
2023-05-22,-113,177,337,0,0,0,0,0,0,337,-401
2023-05-19,-338,338,0,0,0,0,0,0,0,0,0
2023-05-18,-841,341,500,0,0,500,0,0,0,0,0
2023-05-17,-51,51,0,0,0,0,0,0,0,0,0
2023-05-16,317,-317,0,0,0,0,0,0,0,0,0
2023-05-15,302,-304,0,0,0,0,0,0,0,0,2
2023-05-12,-182,181,1,1,0,0,0,0,0,0,0
2023-05-11,-50,49,0,0,0,0,0,0,0,0,1
2023-05-10,157,-254,96,0,0,0,0,0,96,0,1
2023-05-09,361,-362,0,0,0,0,0,0,0,0,0
2023-05-08,84,-94,0,0,0,0,0,0,0,0,10
2023-05-04,-830,830,0,0,0,0,0,0,0,0,0
2023-05-03,-303,303,0,0,0,0,0,0,0,0,0
2023-05-02,-149,129,0,0,0,0,0,0,0,0,0
2023-04-28,815,-815,0,0,0,0,0,0,0,0,0
2023-04-27,-1165,1835,-676,0,0,0,0,0,0,-676,0
2023-04-26,2625,-420,-2249,-2249,0,0,0,0,0,0,32
2023-04-25,1569,-1562,1,0,0,0,1,0,0,0,4
2023-04-24,215,-219,0,0,0,0,0,0,0,0,4
2023-04-21,1216,-1228,0,0,0,0,0,0,0,0,0
2023-04-20,1230,-1239,0,0,0,0,0,0,0,0,0
2023-04-19,140,-153,0,0,0,0,0,0,0,0,13
2023-04-18,3,-64,1,0,0,0,1,0,0,0,0
2023-04-17,314,-314,0,0,0,0,0,0,0,0,0
2023-04-14,-253,317,0,0,0,0,0,0,0,0,0
2023-04-13,883,-880,-3,0,-83,0,0,0,0,80,0
2023-04-12,-949,958,0,0,0,0,0,0,0,0,1
2023-04-11,-2241,2241,0,0,0,0,0,0,0,0,0
2023-04-10,613,-1021,407,0,0,407,0,0,0,0,1
