일자,개인,외국인,기관,금융투자,보험,투신,기타금융,은행,연기금등,사모펀드,기타법인
2024-03-13,1902,-1902,0,0,0,0,0,0,0,0,0
2024-03-12,1627,-4119,-1,-1,0,0,0,0,0,0,2500
2024-03-11,-292,89,1,1,0,0,0,0,0,0,0
2024-03-08,-3554,3457,-1,-1,0,0,0,0,0,0,0
2024-03-07,2496,-2501,-2,-2,0,0,0,0,0,0,0
2024-03-06,2585,-2658,3,3,0,0,0,0,0,0,70
2024-03-05,1307,-1387,0,0,0,0,0,0,0,0,80
2024-03-04,-39069,26568,-415,-415,0,0,0,0,0,0,13026
2024-02-29,-1966,824,415,415,0,0,0,0,0,0,1227
2024-02-28,2841,-2801,0,0,0,0,0,0,0,0,0
2024-02-27,1882,-1922,-60,-60,0,0,0,0,0,0,0
2024-02-26,221,-391,60,60,0,0,0,0,0,0,0
2024-02-23,4324,-4314,0,0,0,0,0,0,0,0,0
2024-02-22,-24,-20,0,0,0,0,0,0,0,0,0
2024-02-21,-8216,8276,-5,-5,0,0,0,0,0,0,0
2024-02-20,-328,258,5,5,0,0,0,0,0,0,0
2024-02-19,-7274,7255,-1,-1,0,0,0,0,0,0,0
2024-02-16,24540,-7887,-16532,1,0,0,0,0,-16533,0,0
2024-02-15,-5440,6006,-567,-567,0,0,0,0,0,0,0
2024-02-14,-1413,1084,328,328,0,0,0,0,0,0,0
2024-02-13,-3015,2764,239,239,0,0,0,0,0,0,0
2024-02-08,85,901,-716,-716,0,0,0,0,0,0,0
2024-02-07,-11331,10382,699,699,0,0,0,0,0,0,0
2024-02-06,-573,771,17,17,0,0,0,0,0,0,-196
2024-02-05,-1101,893,-2,-2,0,0,0,0,0,0,196
2024-02-02,-1648,1635,2,2,0,0,0,0,0,0,0
2024-02-01,12412,-12246,0,0,0,0,0,0,0,0,0
2024-01-31,10947,-10351,-603,-603,0,0,0,0,0,0,0
2024-01-30,20017,-20514,602,602,0,0,0,0,0,0,0
2024-01-29,8664,-8320,-7,-7,0,0,0,0,0,0,-315
2024-01-26,-11207,11124,8,8,0,0,0,0,0,0,0
2024-01-25,-3533,3000,0,0,0,0,0,0,0,0,315
2024-01-24,-1962,1638,0,0,0,0,0,0,0,0,0
2024-01-23,-1346,1330,0,0,0,0,0,0,0,0,0
2024-01-22,4626,-4305,0,0,0,0,0,0,0,0,-356
2024-01-19,4858,-4667,-68,-68,0,0,0,0,0,0,-55
2024-01-18,-25624,26381,-708,29,0,0,0,0,-737,0,-85
2024-01-17,3443,-904,39,39,0,0,0,0,0,0,0
2024-01-16,-7450,5363,-2,-2,0,0,0,0,0,0,-416
2024-01-15,11467,-11865,2,2,0,0,0,0,0,0,416
2024-01-12,37316,-37794,0,0,0,0,0,0,0,0,496
2024-01-11,-17988,18680,0,0,0,0,0,0,0,0,-297
2024-01-10,-10811,10815,-376,-376,0,0,0,0,0,0,0
2024-01-09,6533,-5013,376,376,0,0,0,0,0,0,0
2024-01-08,18303,-20818,0,0,0,0,0,0,0,0,297
2024-01-05,7651,-7310,0,0,0,0,0,0,0,0,0
2024-01-04,-10807,10143,0,0,0,0,0,0,0,0,0
2024-01-03,-1293,1363,-70,-70,0,0,0,0,0,0,0
2024-01-02,-5232,5324,70,70,0,0,0,0,0,0,0
2023-12-28,-335,1335,-1000,-1000,0,0,0,0,0,0,0
2023-12-27,-7548,7771,-970,-970,0,0,0,0,0,0,1000
2023-12-26,-12703,11861,907,907,0,0,0,0,0,0,0
2023-12-22,38457,-40604,1062,1062,0,0,0,0,0,0,0
2023-12-21,-2947,3019,0,0,0,0,0,0,0,0,0
2023-12-20,-3290,4012,0,0,0,0,0,0,0,0,-279
2023-12-19,-4665,4636,0,0,0,0,0,0,0,0,0
2023-12-18,-10198,10215,1,1,0,0,0,0,0,0,0
2023-12-15,449,-316,-7,-7,0,0,0,0,0,0,0
2023-12-14,-2411,2399,7,7,0,0,0,0,0,0,0
2023-12-13,325,-1182,699,0,0,0,0,0,699,0,-1
2023-12-12,1970,-1702,0,0,0,0,0,0,0,0,-463
2023-12-11,11785,-10686,-804,-1507,0,0,0,0,703,0,146
2023-12-08,5767,-7140,1523,1523,0,0,0,0,0,0,79
2023-12-07,-9006,8291,709,0,0,0,0,0,709,0,0
2023-12-06,3080,-3079,-1,-1,0,0,0,0,0,0,0
2023-12-05,-894,203,691,0,0,0,0,0,691,0,0
2023-12-04,71,-71,0,0,0,0,0,0,0,0,0
2023-12-01,459,-465,2,2,0,0,0,0,0,0,4
2023-11-30,-320,321,-1,-1,0,0,0,0,0,0,0
2023-11-29,346,-346,0,0,0,0,0,0,0,0,0
2023-11-28,41,-42,1,1,0,0,0,0,0,0,0
2023-11-27,-381,382,-1,-1,0,0,0,0,0,0,0
2023-11-24,79,-79,0,0,0,0,0,0,0,0,0
2023-11-23,-50,50,0,0,0,0,0,0,0,0,0
2023-11-22,-215,215,0,0,0,0,0,0,0,0,0
2023-11-21,200,-200,0,0,0,0,0,0,0,0,0
2023-11-20,305,-305,0,0,0,0,0,0,0,0,0
2023-11-17,349,-349,0,0,0,0,0,0,0,0,0
2023-11-16,-143,142,1,1,0,0,0,0,0,0,0
2023-11-15,283,-271,-12,-12,0,0,0,0,0,0,0
2023-11-14,26,-37,11,11,0,0,0,0,0,0,0
2023-11-13,758,-759,1,1,0,0,0,0,0,0,0
2023-11-10,200,-200,0,0,0,0,0,0,0,0,0
2023-11-09,3577,82,-3659,-3659,0,0,0,0,0,0,0
2023-11-08,-2959,-699,3658,3658,0,0,0,0,0,0,0
2023-11-07,-1242,1241,1,1,0,0,0,0,0,0,0
2023-11-06,-2109,2160,-51,-51,0,0,0,0,0,0,0
2023-11-03,20,-71,51,51,0,0,0,0,0,0,0
2023-11-02,-4108,4108,0,0,0,0,0,0,0,0,0
2023-11-01,5689,-5083,0,0,0,0,0,0,0,0,-600
2023-10-31,343,-345,0,0,0,0,0,0,0,0,0
2023-10-30,-5081,5074,0,0,0,0,0,0,0,0,0
2023-10-27,2185,-2187,0,0,0,0,0,0,0,0,0
