일자,개인,외국인,기관,금융투자,보험,투신,기타금융,은행,연기금등,사모펀드,기타법인
2024-03-13,-7553,-1856,9892,3807,0,-6624,0,0,15000,-2291,-451
2024-03-12,25096,-26702,-8506,-805,0,-7643,0,0,0,-58,10045
2024-03-11,-21728,14511,9166,1141,0,-1975,0,0,10000,0,-2202
2024-03-08,-5090,-8915,14385,-59,0,-556,0,0,15000,0,480
2024-03-07,10665,-13827,2791,74,-35,0,0,0,0,2752,376
2024-03-06,-4459,36060,-32145,-85,-5990,-5849,0,0,-20044,-177,7
2024-03-05,19332,-11234,-9398,-420,-103,-6800,0,0,0,-2075,392
2024-03-04,-3235,3839,-1039,2,0,-1041,0,0,0,0,1474
2024-02-29,9201,6631,-13306,-824,0,-9049,0,0,-3433,0,-2216
2024-02-28,2416,3608,-5319,-3,0,-3066,0,0,0,-2250,-566
2024-02-27,19822,-8068,-16257,-1962,-2,-10948,0,0,0,-3345,3869
2024-02-26,-2049,-4431,8972,-169,0,16032,0,0,-6923,32,-1565
2024-02-23,6578,-4115,-2864,-918,0,2334,0,0,-10522,6242,259
2024-02-22,4320,-1147,-6239,459,-27,-5790,0,0,0,-881,3136
2024-02-21,-20241,6906,17065,2,0,19055,0,0,0,-1992,-710
2024-02-20,-3345,4008,-169,13,0,1064,0,0,0,-1246,-44
2024-02-19,10270,-4210,-7027,-5,-79,0,0,0,-6943,0,757
2024-02-16,14361,-23583,8045,-3,0,8081,0,0,0,-33,1102
2024-02-15,16938,6647,-38266,-3258,-14065,-22146,0,0,0,1203,14980
2024-02-14,-3186,-8493,11760,32,0,8975,0,0,0,2753,292
2024-02-13,29138,-17897,-10102,202,-323,-9981,0,0,0,0,-997
2024-02-08,5289,-13370,8964,-1702,0,-820,11578,0,0,-92,-868
2024-02-07,26154,-713,-27786,498,0,-13948,-5565,-2002,0,-6769,2323
2024-02-06,-15616,33840,-25155,4324,-15278,-6061,0,0,-386,-7754,6921
2024-02-05,42566,2542,-50196,1766,-4052,-47910,0,0,0,0,4954
2024-02-02,33419,-29707,-9126,-1493,-3820,-3853,-75,-85,0,200,5610
2024-02-01,85358,20185,-107112,-794,-26637,-63864,0,0,-15585,-232,1193
2024-01-31,35958,31844,-63674,-3775,-465,-67243,0,0,0,7809,-4428
2024-01-30,5014,12502,-18360,-427,-2785,-15778,0,0,0,630,825
2024-01-29,-3458,17326,-11772,500,-6097,-6675,0,0,0,500,-2199
2024-01-26,-760,7805,-3323,6,8037,-7270,-34,-25,0,-4037,-4012
2024-01-25,5910,8203,-22043,-7962,0,-273,0,0,0,-13808,8293
2024-01-24,20609,-22848,3921,87,435,-1563,0,0,0,4962,-1810
2024-01-23,59552,-54206,-8330,-6523,0,8442,0,4249,-5000,-9498,2899
2024-01-22,-14066,7879,9408,-500,126,12676,0,0,-4982,2088,-3331
2024-01-19,1728,-530,-1026,-5,84,3880,0,0,-4921,-64,-182
2024-01-18,-2737,2944,-1033,-308,122,570,0,0,-4637,3220,856
2024-01-17,19982,-11947,-8287,600,0,-6144,618,1441,-4432,-370,218
2024-01-16,251,8266,-10474,446,0,-90,0,0,-10830,0,2088
2024-01-15,10610,3399,-13046,-590,1384,-1500,0,0,-2873,-9467,-983
2024-01-12,9798,-7892,-55,214,2382,2921,0,0,-4000,-1572,-1632
2024-01-11,28507,-2603,-20725,-286,296,7905,0,0,-5993,-22647,-4923
2024-01-10,27838,-21622,-4170,745,6235,25815,-759,0,103,-36309,-1669
2024-01-09,-50574,31812,20831,-2469,12973,-11380,759,0,4609,16339,2100
2024-01-08,-133265,70307,64944,5557,7102,24802,0,0,4442,23041,-1726
2024-01-05,9144,-6915,-1967,-5,-1185,4223,0,0,-5000,0,-155
2024-01-04,-10552,-6465,17014,9550,-54,543,0,0,5181,1794,21
2024-01-03,20355,-16772,-3459,853,0,-3425,0,0,0,-887,-67
2024-01-02,4345,10377,-13018,-46,-125,435,-768,-1491,0,-11023,351
2023-12-28,12105,-9349,-2756,-4,0,-2291,0,0,0,-461,1766
2023-12-27,-5752,12573,-5647,-2,0,-5645,0,0,0,0,-3
2023-12-26,15868,-11236,-1669,-3,2664,-1852,0,0,0,-2478,-2974
2023-12-22,14402,-13428,-807,-19,-124,-254,0,0,-26,-384,-475
2023-12-21,-1608,-1745,5626,-495,-769,12129,0,0,0,-5239,-1167
