일자,개인,외국인,기관,금융투자,보험,투신,기타금융,은행,연기금등,사모펀드,기타법인
2024-03-13,34,-34,0,0,0,0,0,0,0,0,0
2024-03-12,175,-175,0,0,0,0,0,0,0,0,0
2024-03-11,-8,8,0,0,0,0,0,0,0,0,0
2024-03-08,177,-177,0,0,0,0,0,0,0,0,0
2024-03-07,299,-299,0,0,0,0,0,0,0,0,0
2024-03-06,235,-235,0,0,0,0,0,0,0,0,0
2024-03-05,-52,52,0,0,0,0,0,0,0,0,0
2024-03-04,-2683,2683,0,0,0,0,0,0,0,0,0
2024-02-29,315,-315,0,0,0,0,0,0,0,0,0
2024-02-28,-68,68,0,0,0,0,0,0,0,0,0
2024-02-27,952,-902,0,0,0,0,0,0,0,0,0
2024-02-26,920,-920,0,0,0,0,0,0,0,0,0
2024-02-23,-29,-121,0,0,0,0,0,0,0,0,150
2024-02-22,228,-228,0,0,0,0,0,0,0,0,0
2024-02-21,413,-413,0,0,0,0,0,0,0,0,0
2024-02-20,25,-25,0,0,0,0,0,0,0,0,0
2024-02-19,27,-51,0,0,0,0,0,0,0,0,24
2024-02-16,715,-715,0,0,0,0,0,0,0,0,0
2024-02-15,-181,181,0,0,0,0,0,0,0,0,0
2024-02-14,-85,236,0,0,0,0,0,0,0,0,-201
2024-02-13,-13,13,0,0,0,0,0,0,0,0,0
2024-02-08,1202,-1202,0,0,0,0,0,0,0,0,0
2024-02-07,-6661,6661,0,0,0,0,0,0,0,0,0
2024-02-06,128,-128,0,0,0,0,0,0,0,0,0
2024-02-05,-234,234,0,0,0,0,0,0,0,0,0
2024-02-02,43,-43,0,0,0,0,0,0,0,0,0
2024-02-01,-3,0,0,0,0,0,0,0,0,0,0
2024-01-31,1633,-1833,0,0,0,0,0,0,0,0,200
2024-01-30,-1278,1278,0,0,0,0,0,0,0,0,0
2024-01-29,116,-113,0,0,0,0,0,0,0,0,0
2024-01-26,-432,432,0,0,0,0,0,0,0,0,0
2024-01-25,592,-592,0,0,0,0,0,0,0,0,0
2024-01-24,1206,-1206,0,0,0,0,0,0,0,0,0
2024-01-23,248,-248,0,0,0,0,0,0,0,0,0
2024-01-22,-1210,1210,0,0,0,0,0,0,0,0,0
2024-01-19,-1331,1331,0,0,0,0,0,0,0,0,0
2024-01-18,-2672,2672,0,0,0,0,0,0,0,0,0
2024-01-17,704,-312,0,0,0,0,0,0,0,0,-392
2024-01-16,156,-157,0,0,0,0,0,0,0,0,0
2024-01-15,91,-91,0,0,0,0,0,0,0,0,0
2024-01-12,-205,205,0,0,0,0,0,0,0,0,0
2024-01-11,-756,740,0,0,0,0,0,0,0,0,0
2024-01-10,1077,-1077,0,0,0,0,0,0,0,0,0
2024-01-09,-853,852,1,1,0,0,0,0,0,0,0
2024-01-08,-857,800,0,0,0,0,0,0,0,0,0
2024-01-05,1122,-1222,0,0,0,0,0,0,0,0,100
2024-01-04,1903,-1903,0,0,0,0,0,0,0,0,0
2024-01-03,331,-331,0,0,0,0,0,0,0,0,0
2024-01-02,-5265,5265,0,0,0,0,0,0,0,0,0
2023-12-28,-244,252,0,0,0,0,0,0,0,0,0
2023-12-27,-979,979,0,0,0,0,0,0,0,0,0
2023-12-26,450,-450,0,0,0,0,0,0,0,0,0
2023-12-22,-40,40,0,0,0,0,0,0,0,0,0
2023-12-21,-126,126,0,0,0,0,0,0,0,0,0
2023-12-20,-6099,6044,0,0,0,0,0,0,0,0,0
2023-12-19,-1818,1750,0,0,0,0,0,0,0,0,0
2023-12-18,-1698,1698,0,0,0,0,0,0,0,0,0
2023-12-15,-966,681,0,0,0,0,0,0,0,0,300
2023-12-14,-2215,2020,0,0,0,0,0,0,0,0,200
2023-12-13,1044,-907,285,0,0,0,0,0,285,0,-502
2023-12-12,-375,275,0,0,0,0,0,0,0,0,0
2023-12-11,-1042,747,287,0,0,0,0,0,287,0,-27
2023-12-08,77,-77,0,0,0,0,0,0,0,0,0
2023-12-07,-130,-159,289,0,0,0,0,0,289,0,0
2023-12-06,184,-184,0,0,0,0,0,0,0,0,0
2023-12-05,-245,-37,282,0,0,0,0,0,282,0,0
2023-12-04,-434,434,0,0,0,0,0,0,0,0,0
2023-12-01,-261,261,0,0,0,0,0,0,0,0,0
2023-11-30,73,-73,0,0,0,0,0,0,0,0,0
2023-11-29,197,-95,0,0,0,0,0,0,0,0,0
2023-11-28,-15,-87,0,0,0,0,0,0,0,0,0
2023-11-27,-26,100,0,0,0,0,0,0,0,0,-74
2023-11-24,570,-570,0,0,0,0,0,0,0,0,0
2023-11-23,391,-591,0,0,0,0,0,0,0,0,200
2023-11-22,655,-655,0,0,0,0,0,0,0,0,0
2023-11-21,538,-488,0,0,0,0,0,0,0,0,-50
2023-11-20,501,-501,0,0,0,0,0,0,0,0,0
2023-11-17,625,-625,0,0,0,0,0,0,0,0,0
2023-11-16,727,-539,0,0,0,0,0,0,0,0,0
2023-11-15,628,-538,0,0,0,0,0,0,0,0,0
2023-11-14,291,-568,0,0,0,0,0,0,0,0,0
2023-11-13,559,-559,0,0,0,0,0,0,0,0,0
2023-11-10,154,-154,0,0,0,0,0,0,0,0,0
2023-11-09,307,-307,0,0,0,0,0,0,0,0,0
2023-11-08,524,-494,0,0,0,0,0,0,0,0,0
2023-11-07,704,-704,0,0,0,0,0,0,0,0,0
2023-11-06,768,-617,0,0,0,0,0,0,0,0,0
2023-11-03,534,-617,0,0,0,0,0,0,0,0,0
2023-11-02,566,-539,0,0,0,0,0,0,0,0,0
2023-11-01,335,-429,0,0,0,0,0,0,0,0,0
2023-10-31,602,-619,0,0,0,0,0,0,0,0,1
2023-10-30,799,-830,0,0,0,0,0,0,0,0,31
2023-10-27,298,-298,0,0,0,0,0,0,0,0,0
2023-10-26,394,-394,0,0,0,0,0,0,0,0,0
2023-10-25,529,-529,0,0,0,0,0,0,0,0,0
2023-10-24,358,-381,0,0,0,0,0,0,0,0,3
2023-10-23,453,-453,0,0,0,0,0,0,0,0,0
2023-10-20,548,-548,0,0,0,0,0,0,0,0,0
2023-10-19,538,-538,0,0,0,0,0,0,0,0,0
2023-10-18,511,-511,0,0,0,0,0,0,0,0,0
2023-10-17,400,-400,0,0,0,0,0,0,0,0,0
2023-10-16,346,-501,155,0,0,0,0,0,155,0,0
2023-10-13,-53,-136,189,0,0,0,0,0,189,0,0
2023-10-12,-4,-183,187,0,0,0,0,0,187,0,0
2023-10-11,106,-106,0,0,0,0,0,0,0,0,0
2023-10-10,-14,-245,259,0,0,0,0,0,259,0,0
2023-10-06,-158,-104,259,0,0,0,0,0,259,0,3
2023-10-05,124,-124,0,0,0,0,0,0,0,0,0
2023-10-04,387,-387,0,0,0,0,0,0,0,0,0
2023-09-27,51,-51,0,0,0,0,0,0,0,0,0
2023-09-26,132,-132,0,0,0,0,0,0,0,0,0
2023-09-25,174,-195,0,0,0,0,0,0,0,0,21
2023-09-22,889,-915,0,0,0,0,0,0,0,0,26
2023-09-21,622,-616,0,0,0,0,0,0,0,0,0
2023-09-20,142,-152,0,0,0,0,0,0,0,0,10
2023-09-19,612,-612,0,0,0,0,0,0,0,0,0
2023-09-18,66,-66,0,0,0,0,0,0,0,0,0
2023-09-15,-4055,4055,0,0,0,0,0,0,0,0,0
2023-09-14,-618,618,0,0,0,0,0,0,0,0,0
2023-09-13,143,-143,0,0,0,0,0,0,0,0,0
2023-09-12,192,-192,0,0,0,0,0,0,0,0,0
2023-09-11,314,-314,0,0,0,0,0,0,0,0,0
2023-09-08,449,-449,0,0,0,0,0,0,0,0,0
