일자,개인,외국인,기관,금융투자,보험,투신,기타금융,은행,연기금등,사모펀드,기타법인
2024-03-13,1307,-78,-1229,-1229,0,0,0,0,0,0,0
2024-03-12,590,902,-1492,-1004,0,-488,0,0,0,0,0
2024-03-11,-67,866,-564,-64,0,-500,0,0,0,0,0
2024-03-08,10,-11,1,1,0,0,0,0,0,0,0
2024-03-07,-660,1435,-775,-775,0,0,0,0,0,0,0
2024-03-06,-1363,1378,-15,-15,0,0,0,0,0,0,0
2024-03-05,22,160,-182,-182,0,0,0,0,0,0,0
2024-03-04,-377,263,114,114,0,0,0,0,0,0,0
2024-02-29,-190,107,83,83,0,0,0,0,0,0,0
2024-02-28,-218,231,-13,-13,0,0,0,0,0,0,0
2024-02-27,482,-6,-476,-470,0,0,0,0,-6,0,0
2024-02-26,-173,-383,556,556,0,0,0,0,0,0,0
2024-02-23,-297,297,0,0,0,0,0,0,0,0,0
2024-02-22,-322,127,195,195,0,0,0,0,0,0,0
2024-02-21,-75,-28,103,103,0,0,0,0,0,0,0
2024-02-20,104,-16,-68,-68,0,0,0,0,0,0,-20
2024-02-19,-150,150,0,0,0,0,0,0,0,0,0
2024-02-16,1283,-308,-975,-975,0,0,0,0,0,0,0
2024-02-15,-707,-539,1246,364,0,221,0,0,0,661,0
2024-02-14,-295,-163,458,175,0,39,0,0,0,244,0
2024-02-13,-553,72,1206,1206,0,0,0,0,0,0,-725
2024-02-08,-195,195,0,0,0,0,0,0,0,0,0
2024-02-07,71,175,-246,-246,0,0,0,0,0,0,0
2024-02-06,635,-267,-368,-368,0,0,0,0,0,0,0
2024-02-05,3255,-272,-3003,-3003,0,0,0,0,0,0,0
2024-02-02,-676,676,0,0,0,0,0,0,0,0,0
2024-02-01,5200,1817,-7017,1050,0,0,-8067,0,0,0,0
2024-01-31,-636,146,490,490,0,0,0,0,0,0,0
2024-01-30,-7309,1004,6305,8809,0,-2504,0,0,0,0,0
2024-01-29,-9455,1655,7800,7800,0,0,0,0,0,0,0
2024-01-26,-3747,796,2951,2951,0,0,0,0,0,0,0
2024-01-25,-4896,893,4003,4003,0,0,0,0,0,0,0
2024-01-24,867,175,-1042,-500,0,-542,0,0,0,0,0
2024-01-23,7519,681,-8200,-7778,0,0,0,0,0,-422,0
2024-01-22,234,441,-675,-675,0,0,0,0,0,0,0
2024-01-19,665,243,-908,-908,0,0,0,0,0,0,0
2024-01-18,3523,215,-3738,-3738,0,0,0,0,0,0,0
2024-01-17,18528,276,-18804,-8371,0,0,-10433,0,0,0,0
2024-01-16,482,-227,-255,-255,0,0,0,0,0,0,0
2024-01-15,1849,80,-1407,-188,0,-1219,0,0,0,0,-522
2024-01-12,-36,165,-129,-129,0,0,0,0,0,0,0
2024-01-11,611,13,-624,-174,0,0,-450,0,0,0,0
2024-01-10,-257,903,-566,-566,0,0,0,0,0,0,0
2024-01-09,507,262,-769,-769,0,0,0,0,0,0,0
2024-01-08,-127,-28,155,122,33,0,0,0,0,0,0
2024-01-05,-662,94,-1411,-1011,0,-400,0,0,0,0,1979
2024-01-04,879,4,-904,-904,0,0,0,0,0,0,21
2024-01-03,-304,249,55,55,0,0,0,0,0,0,0
2024-01-02,912,-136,-691,-459,-232,0,0,0,0,0,-50
2023-12-28,1050,-127,-923,-915,-8,0,0,0,0,0,0
2023-12-27,4197,-447,-3763,-763,0,0,0,0,0,-3000,0
2023-12-26,2450,50,-2501,-743,0,0,0,0,0,-1758,0
2023-12-22,-735,98,700,989,0,0,0,0,0,-289,0
2023-12-21,2914,198,-3090,-1546,0,0,0,0,0,-1544,-22
2023-12-20,695,150,-845,-807,0,0,0,0,0,-38,0
2023-12-19,1234,-6,-1215,-163,89,0,0,0,0,-1141,-13
2023-12-18,711,-9,-723,-163,89,0,0,0,0,-649,0
